,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,v_win_prob,h_win_prob
635,129,OklahomaCity,120,-140,Portland,125.0,180.0,235.5,242.0,2.5,2.5,0.6202531645569621,0.379746835443038
636,129,Houston,112,-220,Cleveland,109.0,400.0,220.5,223.5,1.5,5.0,0.7746478873239437,0.22535211267605637
637,130,Charlotte,107,150,Atlanta,127.0,210.0,228.0,228.5,227.5,227.0,0.5535714285714286,0.4464285714285714
638,130,GoldenState,104,750,LAClippers,103.0,-1500.0,222.0,224.5,-13.5,-14.0,0.11149825783972125,0.8885017421602788
639,130,Sacramento,124,850,Denver,106.0,130.0,228.0,224.0,-1.5,-215.5,0.19491525423728812,0.8050847457627118
640,130,Utah,100,-150,Detroit,92.0,150.0,223.0,222.0,215.5,3.0,0.6,0.4
641,131,Chicago,118,190,Houston,128.0,-380.0,220.5,219.0,-8.5,-8.0,0.3034134007585335,0.6965865992414664
642,131,Dallas,121,290,NewOrleans,139.0,-330.0,236.5,238.0,-4.5,-7.5,0.250436808386721,0.749563191613279
643,131,Memphis,111,260,Phoenix,107.0,-110.0,242.5,242.0,-222.5,-0.0,0.3465346534653465,0.6534653465346535
644,131,Denver,127,700,LALakers,119.0,-1200.0,224.0,226.0,-12.5,-13.0,0.11926605504587155,0.8807339449541285
645,131,Portland,127,750,LAClippers,118.0,-650.0,230.5,232.5,-10.0,-10.5,0.1195219123505976,0.8804780876494024
646,201,Minnesota,106,450,Orlando,89.0,120.0,229.0,230.5,-206.5,-209.5,0.28571428571428575,0.7142857142857143
647,201,NewYork,92,500,Washington,113.0,110.0,239.0,242.0,213.5,213.0,0.25925925925925924,0.7407407407407408
648,201,GoldenState,131,115,Boston,116.0,100.0,223.5,224.5,-2.0,-213.0,0.4819277108433735,0.5180722891566265
649,201,Atlanta,100,170,SanAntonio,114.0,-425.0,237.0,236.5,-8.0,-8.0,0.3139013452914798,0.6860986547085202
650,201,Charlotte,90,325,Portland,124.0,220.0,228.0,228.5,214.5,214.5,0.4295302013422818,0.5704697986577181
651,201,Utah,107,-270,Sacramento,113.0,240.0,227.0,226.5,5.0,6.5,0.7127329192546584,0.28726708074534163
652,201,LALakers,129,-300,Detroit,128.0,125.0,218.5,211.5,6.5,7.0,0.627906976744186,0.37209302325581395
653,202,NewOrleans,109,180,Milwaukee,129.0,-1000.0,245.0,251.0,-12.5,-12.5,0.28205128205128205,0.717948717948718
654,202,Phoenix,108,650,Toronto,129.0,-600.0,232.5,233.5,-10.5,-10.0,0.13461538461538464,0.8653846153846154
655,202,Chicago,102,425,Cleveland,134.0,115.0,217.0,216.5,217.0,215.5,0.29054054054054057,0.7094594594594595
656,203,GoldenState,125,220,Indiana,103.0,-220.0,236.0,234.0,-4.0,-5.5,0.3125,0.6875
657,203,Dallas,112,180,Charlotte,100.0,175.0,216.5,212.5,-202.0,-203.5,0.49549549549549554,0.5045045045045046
658,203,Phoenix,97,115,Miami,137.0,-140.0,227.5,224.5,-3.5,-2.5,0.44362292051756,0.5563770794824399
659,203,Philadelphia,106,120,Atlanta,115.0,210.0,227.0,232.0,213.0,211.0,0.5849056603773585,0.41509433962264153
