,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,v_win_prob,h_win_prob
51,1229,Minnesota,101,475,LAClippers,124,-650,229.5,225.5,-6.5,-10.5,0.1671309192200557,0.8328690807799444
52,1229,NewOrleans,86,105,Phoenix,111,-125,223.0,222.0,-3.0,-1.5,0.4675324675324675,0.5324675324675325
53,1229,Denver,115,-110,Sacramento,125,-110,223.5,226.0,3.0,-1.0,0.5,0.5
54,1230,Memphis,107,245,Boston,126,-285,224.0,218.0,-8.5,-7.0,0.28138132651196784,0.7186186734880321
55,1230,Milwaukee,108,-260,Miami,119,220,227.5,228.5,6.0,6.5,0.6979865771812079,0.3020134228187919
56,1230,Atlanta,141,195,Brooklyn,145,-230,240.0,240.0,-6.5,-5.5,0.32721864154685176,0.6727813584531482
57,1230,Charlotte,118,300,Dallas,99,-360,223.5,225.0,-8.5,-8.0,0.24210526315789477,0.7578947368421054
58,1230,LALakers,121,-310,SanAntonio,107,260,229.5,231.5,6.5,7.5,0.7313237221494101,0.26867627785058973
59,1230,Portland,105,190,LAClippers,128,-220,229.0,226.0,-3.5,-6.0,0.33402922755741127,0.6659707724425887
60,1231,Cleveland,99,270,Indiana,119,-330,217.0,219.0,-8.5,-8.0,0.26044821320411876,0.7395517867958814
61,1231,Chicago,133,250,Washington,130,-300,234.5,235.5,-5.0,-7.5,0.27586206896551724,0.7241379310344829
62,1231,Philadelphia,116,-175,Orlando,92,155,217.0,219.5,2.0,4.0,0.6187175043327556,0.38128249566724437
63,1231,Sacramento,119,180,Houston,122,-210,227.0,231.5,-3.0,-5.5,0.3452115812917595,0.6547884187082406
64,1231,NewYork,83,300,Toronto,100,-360,217.5,215.5,-9.5,-8.5,0.24210526315789477,0.7578947368421054
65,1231,NewOrleans,113,-200,OklahomaCity,80,175,214.5,214.5,4.5,5.5,0.6470588235294118,0.35294117647058826
66,1231,Phoenix,106,150,Utah,95,-170,220.0,219.5,-4.0,-4.0,0.38848920863309355,0.6115107913669064
67,101,Boston,93,-370,Detroit,96,310,215.5,213.5,9.5,8.5,0.7634625062908907,0.23653749370910918
68,101,Miami,83,-115,Dallas,93,-105,222.5,225.0,-1.0,1.5,0.5108342361863488,0.4891657638136511
69,101,Memphis,108,160,Charlotte,93,-180,220.0,219.5,-2.0,-4.0,0.37433155080213903,0.6256684491978609
70,101,Atlanta,114,210,Brooklyn,96,-250,247.0,244.5,-6.0,-6.0,0.31111111111111106,0.6888888888888889
71,101,Washington,130,-110,Minnesota,109,-110,232.5,234.5,-1.0,1.0,0.5,0.5
72,101,LALakers,109,-340,SanAntonio,103,280,230.5,229.0,7.0,7.5,0.745958429561201,0.2540415704387991
73,101,Chicago,96,850,Milwaukee,126,-1500,230.0,233.0,-14.0,-14.5,0.10094637223974764,0.8990536277602524
74,101,Phoenix,106,140,Denver,103,-160,225.0,220.5,-4.5,-3.5,0.40372670807453415,0.5962732919254659
75,101,LAClippers,100,-160,Utah,106,140,225.5,219.5,2.0,3.0,0.5962732919254659,0.40372670807453415
76,101,Portland,123,-150,GoldenState,98,130,230.5,237.5,4.0,3.5,0.5798319327731092,0.42016806722689076
77,102,Sacramento,94,-130,Houston,102,110,233.0,229.0,-4.0,2.0,0.5427435387673957,0.4572564612326044
78,102,Charlotte,112,400,Philadelphia,127,-500,213.5,217.0,-9.5,-10.0,0.1935483870967742,0.8064516129032258
79,102,OklahomaCity,108,155,Orlando,99,-175,218.5,216.5,-7.5,-4.5,0.38128249566724437,0.6187175043327556
80,102,NewYork,106,375,Indiana,102,-450,215.0,215.0,-9.0,-9.5,0.20465116279069767,0.7953488372093024
81,102,Toronto,116,-115,NewOrleans,120,-105,216.0,215.5,1.0,1.0,0.5108342361863488,0.4891657638136511
82,102,Cleveland,96,200,Atlanta,91,-240,234.5,229.0,-6.5,-5.5,0.32075471698113206,0.6792452830188679
83,103,Boston,122,-360,Detroit,120,300,213.5,212.0,8.0,8.0,0.7578947368421054,0.24210526315789477
84,103,Washington,123,270,Brooklyn,122,-330,242.5,241.5,-8.5,-7.5,0.26044821320411876,0.7395517867958814
85,103,LALakers,108,-500,Memphis,94,400,222.5,220.0,10.5,10.0,0.8064516129032258,0.1935483870967742
86,103,Utah,130,-220,SanAntonio,109,190,219.5,222.5,4.0,5.5,0.6659707724425887,0.33402922755741127
87,103,Denver,124,-360,Minnesota,109,300,231.0,226.0,8.5,8.5,0.7578947368421054,0.24210526315789477
88,103,LAClippers,112,-150,Phoenix,107,130,218.0,215.5,1.5,3.5,0.5798319327731092,0.42016806722689076
89,103,Dallas,108,-170,Chicago,118,150,225.0,222.0,5.5,4.0,0.6115107913669064,0.38848920863309355
90,103,Portland,122,-190,GoldenState,137,170,234.5,235.0,4.5,4.5,0.6388542963885429,0.361145703611457
91,104,Charlotte,101,290,Philadelphia,118,-350,218.0,221.5,-9.5,-8.0,0.24793388429752067,0.7520661157024794
92,104,Cleveland,83,190,Orlando,103,-220,217.0,214.5,-5.0,-6.0,0.33402922755741127,0.6659707724425887
93,104,OklahomaCity,90,350,Miami,118,-420,212.5,214.5,-8.0,-9.0,0.2157676348547718,0.7842323651452283
94,104,NewYork,113,250,Atlanta,108,-300,223.0,224.5,-6.0,-7.0,0.27586206896551724,0.7241379310344829
95,104,Boston,126,200,Toronto,114,-240,214.0,217.0,-2.5,-6.0,0.32075471698113206,0.6792452830188679
96,104,Dallas,113,150,Houston,100,-170,228.0,229.5,-3.0,-4.0,0.38848920863309355,0.6115107913669064
97,104,Indiana,118,105,NewOrleans,116,-125,218.0,216.0,-0.0,-1.5,0.4675324675324675,0.5324675324675325
98,104,Detroit,115,1100,Milwaukee,125,-2500,225.0,223.5,-15.0,-16.0,0.07975460122699386,0.9202453987730062
99,104,Sacramento,106,-125,GoldenState,137,105,232.0,235.0,2.0,1.5,0.5324675324675325,0.4675324675324675
100,105,Utah,96,-180,Brooklyn,130,160,231.5,225.0,-3.0,4.5,0.6256684491978609,0.37433155080213903
101,105,LALakers,94,-460,Memphis,92,380,218.0,219.0,9.5,9.5,0.7976878612716763,0.20231213872832374
102,105,Minnesota,116,475,Denver,123,-650,228.0,226.5,-12.0,-10.5,0.1671309192200557,0.8328690807799444
103,105,SanAntonio,116,260,LAClippers,113,-310,227.0,226.0,-8.0,-7.0,0.26867627785058973,0.7313237221494101
104,105,Chicago,111,375,Portland,108,-450,233.5,232.5,-10.0,-9.5,0.20465116279069767,0.7953488372093024
105,106,Houston,107,125,Indiana,114,-145,226.0,224.0,-1.5,-3.0,0.42888402625820565,0.5711159737417943
106,106,Washington,136,220,Philadelphia,141,-260,231.0,235.0,-8.0,-6.5,0.3020134228187919,0.6979865771812079
107,106,Cleveland,94,180,Orlando,105,-210,213.0,214.0,-6.0,-5.0,0.3452115812917595,0.6547884187082406
108,106,Boston,107,120,Miami,105,-140,218.0,217.5,-3.5,-2.5,0.43795620437956206,0.562043795620438
109,106,Charlotte,102,210,Atlanta,94,-250,231.0,232.5,-6.5,-6.0,0.31111111111111106,0.6888888888888889
110,106,Utah,100,-310,NewYork,112,260,215.0,214.5,6.0,8.0,0.7313237221494101,0.26867627785058973
111,106,OklahomaCity,111,270,NewOrleans,110,-330,213.0,213.5,-8.0,-8.0,0.26044821320411876,0.7395517867958814
112,106,Detroit,115,650,Milwaukee,130,-1000,227.0,226.5,-13.5,-11.5,0.12790697674418605,0.8720930232558138
113,106,Toronto,115,130,Phoenix,123,-150,217.0,219.0,-1.5,-3.0,0.42016806722689076,0.5798319327731092
114,106,Chicago,124,250,Sacramento,128,-300,232.0,228.5,-6.0,-6.5,0.27586206896551724,0.7241379310344829
115,106,LAClippers,108,-210,GoldenState,101,180,234.0,231.0,4.0,5.0,0.6547884187082406,0.3452115812917595
116,107,Philadelphia,109,-180,Brooklyn,122,160,224.0,222.5,3.0,4.0,0.6256684491978609,0.37433155080213903
117,107,Cleveland,94,200,Memphis,90,-240,214.0,209.0,-3.5,-6.0,0.32075471698113206,0.6792452830188679
118,107,Minnesota,117,400,Portland,135,-500,233.5,233.0,-10.0,-10.0,0.1935483870967742,0.8064516129032258
119,107,Dallas,124,125,Denver,117,-145,226.0,222.5,-2.5,-2.5,0.42888402625820565,0.5711159737417943
120,107,SanAntonio,118,330,LALakers,109,-400,225.0,226.5,-7.5,-8.5,0.22522522522522523,0.7747747747747749
121,108,Phoenix,105,-330,Detroit,110,270,218.5,216.0,6.0,8.0,0.7395517867958814,0.26044821320411876
122,108,Charlotte,118,230,NewOrleans,110,-270,216.0,218.0,-8.5,-7.5,0.2934179222839017,0.7065820777160983
123,108,Washington,107,155,Boston,116,-175,234.5,237.5,-5.5,-3.5,0.38128249566724437,0.6187175043327556
124,108,OklahomaCity,101,130,NewYork,89,-150,209.5,212.0,-3.5,-3.0,0.42016806722689076,0.5798319327731092
125,108,Utah,131,200,Milwaukee,118,-240,236.0,232.5,-8.0,-6.0,0.32075471698113206,0.6792452830188679
126,108,Orlando,90,240,Houston,132,-280,229.0,222.0,-4.5,-7.0,0.2852852852852853,0.7147147147147147
127,108,Brooklyn,110,-110,Memphis,115,-110,222.0,217.5,4.5,-0.0,0.5,0.5
128,108,Toronto,144,-120,Sacramento,123,100,226.5,227.5,5.0,1.0,0.5217391304347826,0.4782608695652174
129,108,LAClippers,105,-250,GoldenState,115,210,232.0,229.5,4.0,6.5,0.6888888888888889,0.31111111111111106
130,108,Chicago,115,350,LALakers,117,-420,229.5,221.5,-10.0,-8.5,0.2157676348547718,0.7842323651452283
131,109,Denver,115,-1100,Philadelphia,103,700,222.0,215.0,4.0,13.5,0.8800000000000001,0.12000000000000002
132,109,Miami,128,-700,Washington,124,500,229.5,226.5,5.5,10.5,0.84,0.15999999999999998
133,109,Atlanta,105,-200,Charlotte,113,175,228.0,229.0,4.5,5.0,0.6470588235294118,0.35294117647058826
134,109,Phoenix,125,130,Indiana,117,-150,217.0,217.0,-3.0,-3.0,0.42016806722689076,0.5798319327731092
135,109,SanAntonio,125,-160,Minnesota,122,140,230.0,235.0,6.0,3.5,0.5962732919254659,0.40372670807453415
136,109,Cleveland,90,350,Milwaukee,100,-420,222.5,219.0,-12.0,-8.5,0.2157676348547718,0.7842323651452283
137,109,Orlando,98,220,Dallas,112,-260,217.0,218.0,-7.0,-6.5,0.3020134228187919,0.6979865771812079
138,109,Portland,125,-210,Sacramento,99,180,234.5,236.0,5.0,5.5,0.6547884187082406,0.3452115812917595
139,110,Utah,96,-400,Detroit,86,330,217.0,217.5,7.0,8.5,0.7747747747747749,0.22522522522522523
140,110,Chicago,127,650,LAClippers,130,-1000,225.5,221.0,-12.0,-12.0,0.12790697674418605,0.8720930232558138
141,110,OklahomaCity,129,290,Brooklyn,116,-350,222.5,225.0,-9.5,-8.0,0.24793388429752067,0.7520661157024794
142,110,Denver,114,-220,NewYork,89,190,218.0,213.5,5.5,5.5,0.6659707724425887,0.33402922755741127
143,110,LALakers,120,-180,Houston,102,160,226.5,223.5,3.0,4.0,0.6256684491978609,0.37433155080213903
144,110,SanAntonio,88,-185,Minnesota,96,165,234.0,229.5,3.0,4.5,0.6323766526926797,0.3676233473073202
145,110,Toronto,105,-150,GoldenState,106,130,230.5,233.5,3.0,3.0,0.5798319327731092,0.42016806722689076
146,111,Memphis,101,-135,Cleveland,91,115,217.5,207.0,-2.0,2.0,0.552594002855783,0.447405997144217
147,111,Phoenix,107,-250,Washington,128,210,228.5,231.5,6.5,6.0,0.6888888888888889,0.31111111111111106
148,111,Milwaukee,121,-500,Orlando,99,400,224.5,226.0,9.0,10.0,0.8064516129032258,0.1935483870967742
149,111,NewYork,88,170,Charlotte,109,-190,212.0,212.5,-4.5,-5.0,0.361145703611457,0.6388542963885429
150,111,Philadelphia,94,200,Atlanta,112,-240,223.5,222.5,-6.5,-6.0,0.32075471698113206,0.6792452830188679
151,111,Toronto,111,175,Portland,112,-200,233.5,230.5,-3.5,-4.5,0.35294117647058826,0.6470588235294118
152,111,Indiana,122,-170,Sacramento,127,150,233.0,229.0,2.0,3.5,0.6115107913669064,0.38848920863309355
153,112,Miami,134,320,Philadelphia,137,-380,207.0,213.0,-4.0,-8.5,0.23121387283236997,0.7687861271676301
154,112,Utah,117,-1000,Cleveland,87,650,206.5,208.5,9.5,12.5,0.8720930232558138,0.12790697674418605
155,112,Denver,116,110,Brooklyn,122,-130,232.0,230.5,-0.0,-1.5,0.4572564612326044,0.5427435387673957
156,112,SanAntonio,112,-135,OklahomaCity,102,115,215.5,218.5,2.5,2.0,0.552594002855783,0.447405997144217
157,112,LALakers,117,-170,Houston,100,150,223.0,224.0,3.5,5.0,0.6115107913669064,0.38848920863309355
158,112,Indiana,104,135,GoldenState,95,-155,229.0,227.0,1.5,-3.5,0.4117884537747275,0.5882115462252725
159,113,Milwaukee,110,-600,Detroit,101,450,227.5,225.5,11.5,10.5,0.8250000000000001,0.17500000000000002
160,113,Dallas,104,-150,Charlotte,93,130,219.0,220.5,5.5,3.0,0.5798319327731092,0.42016806722689076
161,113,Brooklyn,116,-145,NewYork,109,125,219.0,217.0,5.0,3.0,0.5711159737417943,0.42888402625820565
162,113,LALakers,128,-600,OklahomaCity,99,450,215.0,219.5,8.5,10.5,0.8250000000000001,0.17500000000000002
163,113,Memphis,118,125,Minnesota,107,-145,220.0,223.0,-1.0,-2.0,0.42888402625820565,0.5711159737417943
164,113,Portland,132,-200,Sacramento,126,175,235.5,237.5,6.0,5.0,0.6470588235294118,0.35294117647058826
165,113,NewOrleans,106,475,LAClippers,111,-650,220.0,216.0,-7.0,-11.0,0.1671309192200557,0.8328690807799444
166,114,Miami,108,300,Philadelphia,125,-360,221.0,222.0,-11.0,-7.0,0.24210526315789477,0.7578947368421054
167,114,Charlotte,108,425,Toronto,111,-550,221.5,217.5,-7.0,-10.5,0.18374558303886926,0.8162544169611309
168,114,Houston,109,250,SanAntonio,105,-300,223.0,219.5,-6.5,-7.0,0.27586206896551724,0.7241379310344829
169,114,GoldenState,104,170,Denver,114,-190,229.0,225.5,-5.0,-4.5,0.361145703611457,0.6388542963885429
170,114,Indiana,111,120,Portland,87,-140,229.5,228.0,-1.5,-3.0,0.43795620437956206,0.562043795620438
171,115,NewYork,103,-140,Cleveland,106,120,200.5,195.5,2.5,2.0,0.562043795620438,0.43795620437956206
172,115,Orlando,97,160,Boston,124,-180,215.5,213.5,-3.5,-4.0,0.37433155080213903,0.6256684491978609
173,115,Dallas,109,260,Milwaukee,112,-310,230.5,230.0,-6.0,-8.0,0.26867627785058973,0.7313237221494101
174,115,Chicago,125,-130,OklahomaCity,127,110,224.5,225.0,-0.0,2.0,0.5427435387673957,0.4572564612326044
175,115,Atlanta,92,200,Utah,116,-240,222.5,229.0,-6.0,-6.5,0.32075471698113206,0.6792452830188679
176,115,NewOrleans,95,350,LALakers,112,-420,218.5,218.5,-9.0,-8.5,0.2157676348547718,0.7842323651452283
177,115,LAClippers,138,-300,Sacramento,100,250,230.0,227.5,6.5,6.5,0.7241379310344829,0.27586206896551724
178,116,Houston,91,260,SanAntonio,103,-310,219.5,217.0,-6.5,-7.0,0.26867627785058973,0.7313237221494101
179,116,Orlando,115,375,Brooklyn,122,-450,225.0,226.0,-9.5,-9.0,0.20465116279069767,0.7953488372093024
180,116,Charlotte,113,230,Toronto,116,-270,219.5,221.5,-7.5,-6.5,0.2934179222839017,0.7065820777160983
181,116,Philadelphia,104,110,Memphis,106,-130,219.0,222.5,2.5,-2.0,0.4572564612326044,0.5427435387673957
182,116,Detroit,120,195,Miami,100,-230,218.0,217.5,-2.0,-5.5,0.32721864154685176,0.6727813584531482
183,116,Atlanta,106,170,Portland,112,-190,235.5,234.0,-4.0,-5.0,0.361145703611457,0.6388542963885429
184,117,NewYork,105,260,Boston,75,-310,211.0,209.5,-6.5,-7.0,0.26867627785058973,0.7313237221494101
185,117,Chicago,117,225,Dallas,101,-265,226.5,226.0,-7.5,-6.5,0.2976554536187564,0.7023445463812437
186,117,Utah,109,-130,Denver,105,110,219.0,219.5,-2.5,1.5,0.5427435387673957,0.4572564612326044
187,117,NewOrleans,128,-145,Sacramento,123,125,230.0,226.0,2.0,2.5,0.5711159737417943,0.42888402625820565
188,117,Indiana,96,300,LAClippers,129,-360,220.5,219.0,-6.0,-8.0,0.24210526315789477,0.7578947368421054
189,118,Orlando,84,-130,NewYork,91,110,211.5,205.0,1.0,2.5,0.5427435387673957,0.4572564612326044
190,118,Minnesota,97,250,Atlanta,108,-300,228.5,228.5,-7.5,-7.0,0.27586206896551724,0.7241379310344829
191,118,SanAntonio,125,-125,Portland,104,105,224.0,227.0,-1.0,1.5,0.5324675324675325,0.4675324675324675
192,118,Detroit,107,210,Miami,113,-250,219.0,215.0,-6.0,-6.0,0.31111111111111106,0.6888888888888889
193,118,Phoenix,104,-200,Memphis,108,175,223.5,217.0,3.0,5.5,0.6470588235294118,0.35294117647058826
194,118,Dallas,93,135,Toronto,116,-155,220.0,220.5,-3.5,-3.0,0.4117884537747275,0.5882115462252725
195,118,Milwaukee,123,-175,Brooklyn,125,155,240.0,240.0,2.0,4.0,0.6187175043327556,0.38128249566724437
196,118,Houston,120,-130,Chicago,125,110,228.0,224.0,-1.0,2.0,0.5427435387673957,0.4572564612326044
197,118,GoldenState,115,375,LALakers,113,-450,225.0,225.5,-10.0,-9.0,0.20465116279069767,0.7953488372093024
198,119,OklahomaCity,101,400,Denver,119,-500,220.5,220.0,-9.0,-10.5,0.1935483870967742,0.8064516129032258
199,119,NewOrleans,102,210,Utah,118,-250,220.0,217.5,-5.5,-6.5,0.31111111111111106,0.6888888888888889
200,120,Boston,109,175,Philadelphia,117,-200,217.0,220.5,-5.0,-4.5,0.35294117647058826,0.6470588235294118
201,120,Brooklyn,135,-600,Cleveland,147,450,222.0,226.5,9.0,10.5,0.8250000000000001,0.17500000000000002
202,120,Dallas,124,-140,Indiana,112,120,217.5,221.5,-1.0,2.5,0.562043795620438,0.43795620437956206
203,120,Detroit,115,170,Atlanta,123,-190,221.0,220.5,-6.0,-4.5,0.361145703611457,0.6388542963885429
204,120,Miami,111,155,Toronto,102,-175,219.5,222.0,-3.5,-4.0,0.38128249566724437,0.6187175043327556
205,120,Orlando,97,-180,Minnesota,96,160,219.0,220.0,3.0,4.0,0.6256684491978609,0.37433155080213903
206,120,Phoenix,109,-220,Houston,103,190,220.5,219.0,6.0,5.5,0.6659707724425887,0.33402922755741127
207,120,Sacramento,96,475,LAClippers,115,-650,231.0,231.0,-10.5,-11.0,0.1671309192200557,0.8328690807799444
208,120,SanAntonio,99,100,GoldenState,121,-120,228.5,228.0,-1.0,-1.0,0.4782608695652174,0.5217391304347826
209,121,LALakers,113,100,Milwaukee,106,-120,229.0,227.5,-2.0,-1.5,0.4782608695652174,0.5217391304347826
210,121,NewYork,119,180,GoldenState,104,-210,216.0,215.0,-5.5,-5.0,0.3452115812917595,0.6547884187082406
211,121,NewOrleans,118,240,Utah,129,-280,216.5,217.5,-6.5,-7.0,0.2852852852852853,0.7147147147147147
212,122,Chicago,123,135,Charlotte,110,-155,227.0,228.5,-3.5,-3.0,0.4117884537747275,0.5882115462252725
213,122,Orlando,118,170,Indiana,120,-190,217.5,215.5,-4.5,-5.0,0.361145703611457,0.6388542963885429
214,122,Houston,103,125,Detroit,102,-145,218.0,215.0,-3.0,-3.0,0.42888402625820565,0.5711159737417943
215,122,Boston,110,160,Philadelphia,122,-180,222.5,221.0,-4.5,-4.5,0.37433155080213903,0.6256684491978609
216,122,Miami,81,115,Toronto,101,-135,220.5,220.0,-2.5,-2.0,0.447405997144217,0.552594002855783
217,122,Brooklyn,113,-260,Cleveland,125,220,228.0,223.5,10.0,6.0,0.6979865771812079,0.3020134228187919
218,122,Atlanta,116,-240,Minnesota,98,200,222.0,227.5,6.5,6.0,0.6792452830188679,0.32075471698113206
219,122,Dallas,122,-135,SanAntonio,117,115,222.5,223.0,2.0,1.5,0.552594002855783,0.447405997144217
220,122,OklahomaCity,106,775,LAClippers,120,-1300,220.0,220.5,-12.5,-13.5,0.1095890410958904,0.8904109589041096
221,122,NewYork,94,145,Sacramento,103,-165,218.0,219.0,-2.5,-3.5,0.39596563317146055,0.6040343668285393
222,122,Denver,130,100,Phoenix,126,-120,218.5,219.5,-2.5,-1.0,0.4782608695652174,0.5217391304347826
223,123,GoldenState,108,250,Utah,127,-300,224.5,228.5,-6.5,-7.0,0.27586206896551724,0.7241379310344829
224,123,Philadelphia,114,-380,Detroit,110,320,219.5,215.5,8.0,9.0,0.7687861271676301,0.23121387283236997
225,123,Miami,124,280,Brooklyn,128,-340,229.5,232.0,-8.5,-7.5,0.2540415704387991,0.745958429561201
226,123,NewOrleans,110,-370,Minnesota,120,310,222.0,217.5,7.0,8.5,0.7634625062908907,0.23653749370910918
227,123,LALakers,101,-500,Chicago,90,400,227.5,227.0,9.0,10.0,0.8064516129032258,0.1935483870967742
228,123,Houston,133,265,Dallas,108,-320,219.0,222.0,-10.5,-7.0,0.26448362720403024,0.7355163727959698
229,123,Denver,120,-155,Phoenix,112,135,219.0,216.0,-1.5,2.5,0.5882115462252725,0.4117884537747275
230,124,Toronto,107,165,Indiana,102,-185,219.0,217.0,-1.5,-4.5,0.3676233473073202,0.6323766526926797
231,124,Cleveland,103,210,Boston,141,-250,215.5,212.5,-6.5,-6.0,0.31111111111111106,0.6888888888888889
232,124,OklahomaCity,100,800,LAClippers,108,-1400,221.5,220.5,-12.5,-13.0,0.10638297872340424,0.8936170212765957
233,124,Charlotte,107,-130,Orlando,104,110,214.5,215.0,-1.5,2.0,0.5427435387673957,0.4572564612326044
