,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
56,"Wed, Oct 25, 2017",7:00p,Houston Rockets,105,Philadelphia 76ers,104,Box Score,,"20,682",
57,"Wed, Oct 25, 2017",7:30p,Cleveland Cavaliers,107,Brooklyn Nets,112,Box Score,,"17,732",
58,"Wed, Oct 25, 2017",8:00p,San Antonio Spurs,117,Miami Heat,100,Box Score,,"19,600",
59,"Wed, Oct 25, 2017",8:00p,Indiana Pacers,96,Oklahoma City Thunder,114,Box Score,,"18,203",
60,"Wed, Oct 25, 2017",8:30p,Memphis Grizzlies,94,Dallas Mavericks,103,Box Score,,"19,674",
61,"Wed, Oct 25, 2017",10:00p,Utah Jazz,88,Phoenix Suns,97,Box Score,,"16,022",
62,"Wed, Oct 25, 2017",10:30p,Toronto Raptors,112,Golden State Warriors,117,Box Score,,"19,596",
63,"Wed, Oct 25, 2017",10:30p,Washington Wizards,99,Los Angeles Lakers,102,Box Score,OT,"18,996",
64,"Thu, Oct 26, 2017",8:00p,Atlanta Hawks,86,Chicago Bulls,91,Box Score,,"21,104",
65,"Thu, Oct 26, 2017",8:00p,Dallas Mavericks,91,Memphis Grizzlies,96,Box Score,,"15,839",
66,"Thu, Oct 26, 2017",8:00p,Boston Celtics,96,Milwaukee Bucks,89,Box Score,,"11,046",
67,"Thu, Oct 26, 2017",10:00p,Los Angeles Clippers,104,Portland Trail Blazers,103,Box Score,,"18,694",
68,"Thu, Oct 26, 2017",10:30p,New Orleans Pelicans,114,Sacramento Kings,106,Box Score,,"17,583",
69,"Fri, Oct 27, 2017",7:00p,Houston Rockets,109,Charlotte Hornets,93,Box Score,,"17,339",
70,"Fri, Oct 27, 2017",7:00p,San Antonio Spurs,87,Orlando Magic,114,Box Score,,"17,337",
71,"Fri, Oct 27, 2017",7:30p,Denver Nuggets,105,Atlanta Hawks,100,Box Score,,"16,220",
72,"Fri, Oct 27, 2017",7:30p,Brooklyn Nets,86,New York Knicks,107,Box Score,,"19,812",
73,"Fri, Oct 27, 2017",8:00p,Oklahoma City Thunder,116,Minnesota Timberwolves,119,Box Score,,"17,620",
74,"Fri, Oct 27, 2017",10:30p,Washington Wizards,117,Golden State Warriors,120,Box Score,,"19,596",
75,"Fri, Oct 27, 2017",10:30p,Toronto Raptors,101,Los Angeles Lakers,92,Box Score,,"17,876",
76,"Sat, Oct 28, 2017",7:00p,Cleveland Cavaliers,101,New Orleans Pelicans,123,Box Score,,"18,539",
77,"Sat, Oct 28, 2017",8:00p,Oklahoma City Thunder,101,Chicago Bulls,69,Box Score,,"21,706",
78,"Sat, Oct 28, 2017",8:00p,Houston Rockets,89,Memphis Grizzlies,103,Box Score,,"17,033",
79,"Sat, Oct 28, 2017",8:00p,Boston Celtics,96,Miami Heat,90,Box Score,,"19,600",
80,"Sat, Oct 28, 2017",8:30p,Philadelphia 76ers,112,Dallas Mavericks,110,Box Score,,"19,567",
81,"Sat, Oct 28, 2017",9:00p,Los Angeles Lakers,81,Utah Jazz,96,Box Score,,"18,306",
82,"Sat, Oct 28, 2017",10:00p,Phoenix Suns,107,Portland Trail Blazers,114,Box Score,,"19,343",
83,"Sat, Oct 28, 2017",10:30p,Detroit Pistons,95,Los Angeles Clippers,87,Box Score,,"17,247",
84,"Sun, Oct 29, 2017",3:30p,Milwaukee Bucks,117,Atlanta Hawks,106,Box Score,,"14,014",
85,"Sun, Oct 29, 2017",4:30p,San Antonio Spurs,94,Indiana Pacers,97,Box Score,,"15,013",
86,"Sun, Oct 29, 2017",6:00p,Denver Nuggets,124,Brooklyn Nets,111,Box Score,,"14,854",
87,"Sun, Oct 29, 2017",6:00p,Orlando Magic,113,Charlotte Hornets,120,Box Score,,"15,531",
88,"Sun, Oct 29, 2017",6:00p,Washington Wizards,110,Sacramento Kings,83,Box Score,,"17,583",
89,"Sun, Oct 29, 2017",7:00p,New York Knicks,114,Cleveland Cavaliers,95,Box Score,,"20,562",
90,"Sun, Oct 29, 2017",8:30p,Detroit Pistons,115,Golden State Warriors,107,Box Score,,"19,596",
91,"Mon, Oct 30, 2017",7:30p,San Antonio Spurs,94,Boston Celtics,108,Box Score,,"18,624",
92,"Mon, Oct 30, 2017",7:30p,Minnesota Timberwolves,125,Miami Heat,122,Box Score,OT,"19,600",
93,"Mon, Oct 30, 2017",7:30p,Denver Nuggets,110,New York Knicks,116,Box Score,,"19,812",
94,"Mon, Oct 30, 2017",8:00p,Philadelphia 76ers,115,Houston Rockets,107,Box Score,,"16,714",
95,"Mon, Oct 30, 2017",8:00p,Charlotte Hornets,104,Memphis Grizzlies,99,Box Score,,"15,771",
96,"Mon, Oct 30, 2017",8:00p,Orlando Magic,115,New Orleans Pelicans,99,Box Score,,"14,004",
97,"Mon, Oct 30, 2017",9:00p,Dallas Mavericks,89,Utah Jazz,104,Box Score,,"16,221",
98,"Mon, Oct 30, 2017",10:00p,Toronto Raptors,99,Portland Trail Blazers,85,Box Score,,"18,505",
99,"Mon, Oct 30, 2017",10:30p,Golden State Warriors,141,Los Angeles Clippers,113,Box Score,,"19,068",
100,"Tue, Oct 31, 2017",7:00p,Sacramento Kings,83,Indiana Pacers,101,Box Score,,"12,245",
101,"Tue, Oct 31, 2017",7:30p,Phoenix Suns,122,Brooklyn Nets,114,Box Score,,"12,936",
102,"Tue, Oct 31, 2017",8:00p,Oklahoma City Thunder,110,Milwaukee Bucks,91,Box Score,,"16,713",
103,"Tue, Oct 31, 2017",10:30p,Detroit Pistons,93,Los Angeles Lakers,113,Box Score,,"17,569",
104,"Wed, Nov 1, 2017",7:00p,Milwaukee Bucks,121,Charlotte Hornets,126,Box Score,,"15,655",
105,"Wed, Nov 1, 2017",7:00p,Indiana Pacers,124,Cleveland Cavaliers,107,Box Score,,"20,562",
106,"Wed, Nov 1, 2017",7:00p,Atlanta Hawks,109,Philadelphia 76ers,119,Box Score,,"20,549",
107,"Wed, Nov 1, 2017",7:00p,Phoenix Suns,122,Washington Wizards,116,Box Score,,"14,790",
108,"Wed, Nov 1, 2017",7:30p,Sacramento Kings,86,Boston Celtics,113,Box Score,,"18,624",
109,"Wed, Nov 1, 2017",7:30p,Chicago Bulls,91,Miami Heat,97,Box Score,,"19,600",
110,"Wed, Nov 1, 2017",8:00p,Orlando Magic,101,Memphis Grizzlies,99,Box Score,,"15,434",
111,"Wed, Nov 1, 2017",8:00p,Minnesota Timberwolves,104,New Orleans Pelicans,98,Box Score,,"14,788",
112,"Wed, Nov 1, 2017",8:00p,Houston Rockets,119,New York Knicks,97,Box Score,,"18,320",
113,"Wed, Nov 1, 2017",9:00p,Toronto Raptors,111,Denver Nuggets,129,Box Score,,"14,072",
114,"Wed, Nov 1, 2017",9:00p,Portland Trail Blazers,103,Utah Jazz,112,Box Score,OT,"16,685",
115,"Wed, Nov 1, 2017",10:30p,Dallas Mavericks,98,Los Angeles Clippers,119,Box Score,,"13,487",
116,"Thu, Nov 2, 2017",8:00p,Golden State Warriors,112,San Antonio Spurs,92,Box Score,,"18,418",
117,"Thu, Nov 2, 2017",10:30p,Los Angeles Lakers,110,Portland Trail Blazers,113,Box Score,,"19,469",
118,"Fri, Nov 3, 2017",7:00p,Milwaukee Bucks,96,Detroit Pistons,105,Box Score,,"17,207",
119,"Fri, Nov 3, 2017",7:00p,Chicago Bulls,105,Orlando Magic,83,Box Score,,"19,171",
120,"Fri, Nov 3, 2017",7:00p,Indiana Pacers,110,Philadelphia 76ers,121,Box Score,,"20,668",
121,"Fri, Nov 3, 2017",7:00p,Cleveland Cavaliers,130,Washington Wizards,122,Box Score,,"20,356",
122,"Fri, Nov 3, 2017",7:30p,Houston Rockets,119,Atlanta Hawks,104,Box Score,,"14,087",
123,"Fri, Nov 3, 2017",7:30p,Phoenix Suns,107,New York Knicks,120,Box Score,,"19,404",
124,"Fri, Nov 3, 2017",8:30p,New Orleans Pelicans,99,Dallas Mavericks,94,Box Score,,"19,894",
125,"Fri, Nov 3, 2017",8:30p,Charlotte Hornets,101,San Antonio Spurs,108,Box Score,,"18,418",
126,"Fri, Nov 3, 2017",9:00p,Miami Heat,94,Denver Nuggets,95,Box Score,,"15,317",
127,"Fri, Nov 3, 2017",9:00p,Toronto Raptors,109,Utah Jazz,100,Box Score,,"16,258",
128,"Fri, Nov 3, 2017",9:30p,Boston Celtics,101,Oklahoma City Thunder,94,Box Score,,"18,203",
129,"Fri, Nov 3, 2017",10:30p,Brooklyn Nets,112,Los Angeles Lakers,124,Box Score,,"18,997",
130,"Sat, Nov 4, 2017",3:30p,Memphis Grizzlies,113,Los Angeles Clippers,104,Box Score,,"14,777",
131,"Sat, Nov 4, 2017",7:00p,Sacramento Kings,99,Detroit Pistons,108,Box Score,,"17,683",
132,"Sat, Nov 4, 2017",8:00p,New Orleans Pelicans,96,Chicago Bulls,90,Box Score,OT,"21,254",
133,"Sat, Nov 4, 2017",8:00p,Dallas Mavericks,99,Minnesota Timberwolves,112,Box Score,,"16,837",
134,"Sat, Nov 4, 2017",9:00p,Golden State Warriors,127,Denver Nuggets,108,Box Score,,"19,711",
135,"Sun, Nov 5, 2017",3:00p,Atlanta Hawks,117,Cleveland Cavaliers,115,Box Score,,"20,562",
136,"Sun, Nov 5, 2017",3:30p,Miami Heat,104,Los Angeles Clippers,101,Box Score,,"15,676",
137,"Sun, Nov 5, 2017",6:00p,Boston Celtics,104,Orlando Magic,88,Box Score,,"17,731",
138,"Sun, Nov 5, 2017",6:00p,Washington Wizards,107,Toronto Raptors,96,Box Score,,"19,800",
139,"Sun, Nov 5, 2017",7:00p,Utah Jazz,110,Houston Rockets,137,Box Score,,"16,914",
140,"Sun, Nov 5, 2017",7:00p,Phoenix Suns,95,San Antonio Spurs,112,Box Score,,"18,038",
141,"Sun, Nov 5, 2017",7:30p,Indiana Pacers,101,New York Knicks,108,Box Score,,"17,889",
142,"Sun, Nov 5, 2017",8:00p,Charlotte Hornets,94,Minnesota Timberwolves,112,Box Score,,"14,124",
143,"Sun, Nov 5, 2017",9:00p,Oklahoma City Thunder,99,Portland Trail Blazers,103,Box Score,,"19,393",
144,"Sun, Nov 5, 2017",9:30p,Memphis Grizzlies,102,Los Angeles Lakers,107,Box Score,,"18,997",
145,"Mon, Nov 6, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,107,Box Score,,"13,215",
146,"Mon, Nov 6, 2017",9:00p,Brooklyn Nets,98,Phoenix Suns,92,Box Score,,"15,905",
147,"Mon, Nov 6, 2017",10:30p,Miami Heat,80,Golden State Warriors,97,Box Score,,"19,596",
148,"Tue, Nov 7, 2017",7:00p,Milwaukee Bucks,119,Cleveland Cavaliers,124,Box Score,,"20,562",
149,"Tue, Nov 7, 2017",7:00p,New Orleans Pelicans,117,Indiana Pacers,112,Box Score,,"15,014",
150,"Tue, Nov 7, 2017",7:00p,Dallas Mavericks,113,Washington Wizards,99,Box Score,,"14,505",
151,"Tue, Nov 7, 2017",7:30p,Charlotte Hornets,113,New York Knicks,118,Box Score,,"18,704",
152,"Tue, Nov 7, 2017",7:30p,Chicago Bulls,114,Toronto Raptors,119,Box Score,,"19,800",
153,"Tue, Nov 7, 2017",8:30p,Los Angeles Clippers,107,San Antonio Spurs,120,Box Score,,"18,418",
154,"Tue, Nov 7, 2017",9:00p,Brooklyn Nets,104,Denver Nuggets,112,Box Score,,"14,058",
155,"Tue, Nov 7, 2017",9:00p,Philadelphia 76ers,104,Utah Jazz,97,Box Score,,"16,063",
156,"Tue, Nov 7, 2017",10:00p,Memphis Grizzlies,98,Portland Trail Blazers,97,Box Score,,"18,692",
157,"Tue, Nov 7, 2017",10:00p,Oklahoma City Thunder,86,Sacramento Kings,94,Box Score,,"17,583",
158,"Wed, Nov 8, 2017",7:00p,Indiana Pacers,97,Detroit Pistons,114,Box Score,,"14,407",
159,"Wed, Nov 8, 2017",7:00p,New York Knicks,99,Orlando Magic,112,Box Score,,"18,803",
160,"Wed, Nov 8, 2017",8:00p,Los Angeles Lakers,96,Boston Celtics,107,Box Score,,"18,624",
161,"Wed, Nov 8, 2017",9:00p,Miami Heat,126,Phoenix Suns,115,Box Score,,"16,500",
162,"Wed, Nov 8, 2017",10:30p,Minnesota Timberwolves,101,Golden State Warriors,125,Box Score,,"19,596",
163,"Thu, Nov 9, 2017",7:00p,Los Angeles Lakers,95,Washington Wizards,111,Box Score,,"20,356",
164,"Thu, Nov 9, 2017",7:30p,New Orleans Pelicans,118,Toronto Raptors,122,Box Score,,"19,800",
165,"Thu, Nov 9, 2017",8:00p,Cleveland Cavaliers,113,Houston Rockets,117,Box Score,,"18,055",
166,"Thu, Nov 9, 2017",10:00p,Philadelphia 76ers,108,Sacramento Kings,109,Box Score,,"17,583",
167,"Thu, Nov 9, 2017",10:30p,Oklahoma City Thunder,94,Denver Nuggets,102,Box Score,,"19,520",
168,"Fri, Nov 10, 2017",7:00p,Atlanta Hawks,104,Detroit Pistons,111,Box Score,,"16,687",
169,"Fri, Nov 10, 2017",7:30p,Charlotte Hornets,87,Boston Celtics,90,Box Score,,"18,624",
170,"Fri, Nov 10, 2017",8:00p,Indiana Pacers,105,Chicago Bulls,87,Box Score,,"22,416",
171,"Fri, Nov 10, 2017",9:00p,Los Angeles Clippers,111,Oklahoma City Thunder,120,Box Score,,"18,203",
172,"Fri, Nov 10, 2017",9:00p,Orlando Magic,128,Phoenix Suns,112,Box Score,,"16,507",
173,"Fri, Nov 10, 2017",9:00p,Milwaukee Bucks,94,San Antonio Spurs,87,Box Score,,"18,418",
174,"Fri, Nov 10, 2017",9:00p,Miami Heat,84,Utah Jazz,74,Box Score,,"18,306",
175,"Fri, Nov 10, 2017",10:00p,Brooklyn Nets,101,Portland Trail Blazers,97,Box Score,,"19,393",
176,"Sat, Nov 11, 2017",7:00p,Los Angeles Clippers,103,New Orleans Pelicans,111,Box Score,,"17,624",
177,"Sat, Nov 11, 2017",7:00p,Atlanta Hawks,94,Washington Wizards,113,Box Score,,"17,260",
178,"Sat, Nov 11, 2017",8:00p,Memphis Grizzlies,96,Houston Rockets,111,Box Score,,"18,055",
179,"Sat, Nov 11, 2017",8:00p,Sacramento Kings,91,New York Knicks,118,Box Score,,"19,812",
180,"Sat, Nov 11, 2017",8:30p,Cleveland Cavaliers,111,Dallas Mavericks,104,Box Score,,"20,378",
181,"Sat, Nov 11, 2017",8:30p,Philadelphia 76ers,114,Golden State Warriors,135,Box Score,,"19,596",
182,"Sat, Nov 11, 2017",8:30p,Los Angeles Lakers,90,Milwaukee Bucks,98,Box Score,,"18,717",
183,"Sat, Nov 11, 2017",8:30p,Chicago Bulls,94,San Antonio Spurs,133,Box Score,,"18,418",
184,"Sat, Nov 11, 2017",9:00p,Orlando Magic,107,Denver Nuggets,125,Box Score,,"16,688",
185,"Sat, Nov 11, 2017",9:00p,Minnesota Timberwolves,110,Phoenix Suns,118,Box Score,,"16,910",
186,"Sat, Nov 11, 2017",9:00p,Brooklyn Nets,106,Utah Jazz,114,Box Score,,"17,413",
187,"Sun, Nov 12, 2017",3:30p,Toronto Raptors,94,Boston Celtics,95,Box Score,,"18,624",
188,"Sun, Nov 12, 2017",4:00p,Miami Heat,103,Detroit Pistons,112,Box Score,,"16,236",
189,"Sun, Nov 12, 2017",6:00p,Houston Rockets,118,Indiana Pacers,95,Box Score,,"15,581",
190,"Sun, Nov 12, 2017",7:00p,Dallas Mavericks,99,Oklahoma City Thunder,112,Box Score,,"18,203",
191,"Mon, Nov 13, 2017",7:00p,Sacramento Kings,92,Washington Wizards,110,Box Score,,"14,660",
192,"Mon, Nov 13, 2017",7:30p,Cleveland Cavaliers,104,New York Knicks,101,Box Score,,"19,812",
193,"Mon, Nov 13, 2017",8:00p,Memphis Grizzlies,103,Milwaukee Bucks,110,Box Score,,"13,244",
194,"Mon, Nov 13, 2017",8:00p,Atlanta Hawks,105,New Orleans Pelicans,106,Box Score,,"14,631",
195,"Mon, Nov 13, 2017",9:00p,Los Angeles Lakers,100,Phoenix Suns,93,Box Score,,"17,533",
196,"Mon, Nov 13, 2017",9:00p,Minnesota Timberwolves,109,Utah Jazz,98,Box Score,,"17,236",
197,"Mon, Nov 13, 2017",10:00p,Denver Nuggets,82,Portland Trail Blazers,99,Box Score,,"18,895",
198,"Mon, Nov 13, 2017",10:30p,Orlando Magic,100,Golden State Warriors,110,Box Score,,"19,596",
199,"Mon, Nov 13, 2017",10:30p,Philadelphia 76ers,109,Los Angeles Clippers,105,Box Score,,"19,068",
200,"Tue, Nov 14, 2017",7:30p,Boston Celtics,109,Brooklyn Nets,102,Box Score,,"17,732",
201,"Tue, Nov 14, 2017",8:00p,Toronto Raptors,129,Houston Rockets,113,Box Score,,"18,055",
202,"Tue, Nov 14, 2017",8:30p,San Antonio Spurs,97,Dallas Mavericks,91,Box Score,,"19,535",
203,"Wed, Nov 15, 2017",7:30p,Sacramento Kings,80,Atlanta Hawks,126,Box Score,,"13,860",
204,"Wed, Nov 15, 2017",7:30p,Washington Wizards,102,Miami Heat,93,Box Score,,"19,600",
205,"Wed, Nov 15, 2017",7:30p,Utah Jazz,101,New York Knicks,106,Box Score,,"18,695",
206,"Wed, Nov 15, 2017",8:00p,Cleveland Cavaliers,115,Charlotte Hornets,107,Box Score,,"19,427",
207,"Wed, Nov 15, 2017",8:00p,Indiana Pacers,116,Memphis Grizzlies,113,Box Score,,"16,033",
208,"Wed, Nov 15, 2017",8:00p,Detroit Pistons,95,Milwaukee Bucks,99,Box Score,,"14,594",
209,"Wed, Nov 15, 2017",8:00p,San Antonio Spurs,86,Minnesota Timberwolves,98,Box Score,,"18,978",
210,"Wed, Nov 15, 2017",8:00p,Toronto Raptors,125,New Orleans Pelicans,116,Box Score,,"15,654",
211,"Wed, Nov 15, 2017",8:00p,Chicago Bulls,79,Oklahoma City Thunder,92,Box Score,,"18,203",
212,"Wed, Nov 15, 2017",10:00p,Orlando Magic,94,Portland Trail Blazers,99,Box Score,,"19,206",
213,"Wed, Nov 15, 2017",10:30p,Philadelphia 76ers,115,Los Angeles Lakers,109,Box Score,,"18,997",
214,"Thu, Nov 16, 2017",8:00p,Golden State Warriors,88,Boston Celtics,92,Box Score,,"18,624",
215,"Thu, Nov 16, 2017",10:30p,Houston Rockets,142,Phoenix Suns,116,Box Score,,"16,875",
216,"Fri, Nov 17, 2017",7:00p,Detroit Pistons,100,Indiana Pacers,107,Box Score,,"17,188",
217,"Fri, Nov 17, 2017",7:00p,Miami Heat,91,Washington Wizards,88,Box Score,,"17,551",
218,"Fri, Nov 17, 2017",7:30p,Utah Jazz,107,Brooklyn Nets,118,Box Score,,"14,495",
219,"Fri, Nov 17, 2017",7:30p,Los Angeles Clippers,113,Cleveland Cavaliers,118,Box Score,OT,"20,562",
220,"Fri, Nov 17, 2017",7:30p,New York Knicks,84,Toronto Raptors,107,Box Score,,"19,800",
221,"Fri, Nov 17, 2017",8:00p,Charlotte Hornets,120,Chicago Bulls,123,Box Score,,"20,493",
222,"Fri, Nov 17, 2017",8:00p,Oklahoma City Thunder,101,San Antonio Spurs,104,Box Score,,"18,418",
223,"Fri, Nov 17, 2017",8:30p,Minnesota Timberwolves,111,Dallas Mavericks,87,Box Score,,"19,459",
224,"Fri, Nov 17, 2017",10:00p,Portland Trail Blazers,82,Sacramento Kings,86,Box Score,,"17,583",
225,"Fri, Nov 17, 2017",10:30p,New Orleans Pelicans,114,Denver Nuggets,146,Box Score,,"16,816",
226,"Fri, Nov 17, 2017",10:30p,Phoenix Suns,122,Los Angeles Lakers,113,Box Score,,"18,997",
227,"Sat, Nov 18, 2017",7:00p,Los Angeles Clippers,87,Charlotte Hornets,102,Box Score,,"17,640",
228,"Sat, Nov 18, 2017",7:00p,Utah Jazz,125,Orlando Magic,85,Box Score,,"19,157",
229,"Sat, Nov 18, 2017",7:30p,Boston Celtics,110,Atlanta Hawks,99,Box Score,,"16,381",
230,"Sat, Nov 18, 2017",7:30p,Golden State Warriors,124,Philadelphia 76ers,116,Box Score,,"20,848",
231,"Sat, Nov 18, 2017",8:00p,Houston Rockets,105,Memphis Grizzlies,83,Box Score,,"17,266",
232,"Sat, Nov 18, 2017",9:00p,Milwaukee Bucks,79,Dallas Mavericks,111,Box Score,,"19,949",
233,"Sat, Nov 18, 2017",10:00p,Sacramento Kings,90,Portland Trail Blazers,102,Box Score,,"19,522",
234,"Sun, Nov 19, 2017",3:30p,Washington Wizards,91,Toronto Raptors,100,Box Score,,"19,800",
235,"Sun, Nov 19, 2017",5:00p,Indiana Pacers,120,Miami Heat,95,Box Score,,"19,600",
236,"Sun, Nov 19, 2017",6:00p,Golden State Warriors,118,Brooklyn Nets,111,Box Score,,"17,732",
237,"Sun, Nov 19, 2017",7:00p,Detroit Pistons,100,Minnesota Timberwolves,97,Box Score,,"16,069",
238,"Sun, Nov 19, 2017",8:00p,Chicago Bulls,105,Phoenix Suns,113,Box Score,,"16,264",
239,"Sun, Nov 19, 2017",9:30p,Denver Nuggets,109,Los Angeles Lakers,127,Box Score,,"18,997",
240,"Mon, Nov 20, 2017",7:00p,Minnesota Timberwolves,102,Charlotte Hornets,118,Box Score,,"15,978",
241,"Mon, Nov 20, 2017",7:00p,Cleveland Cavaliers,116,Detroit Pistons,88,Box Score,,"20,491",
