,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
242,"Mon, Nov 20, 2017",7:00p,Indiana Pacers,105,Orlando Magic,97,Box Score,,"17,239",
243,"Mon, Nov 20, 2017",7:00p,Utah Jazz,86,Philadelphia 76ers,107,Box Score,,"20,587",
244,"Mon, Nov 20, 2017",7:30p,Los Angeles Clippers,85,New York Knicks,107,Box Score,,"18,848",
245,"Mon, Nov 20, 2017",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,92,Box Score,,"15,785",
246,"Mon, Nov 20, 2017",8:00p,Washington Wizards,99,Milwaukee Bucks,88,Box Score,,"16,122",
247,"Mon, Nov 20, 2017",8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,114,Box Score,,"16,765",
248,"Mon, Nov 20, 2017",8:30p,Boston Celtics,110,Dallas Mavericks,102,Box Score,OT,"20,302",
249,"Mon, Nov 20, 2017",8:30p,Atlanta Hawks,85,San Antonio Spurs,96,Box Score,,"18,418",
250,"Mon, Nov 20, 2017",10:00p,Denver Nuggets,114,Sacramento Kings,98,Box Score,,"17,583",
251,"Tue, Nov 21, 2017",10:30p,Chicago Bulls,94,Los Angeles Lakers,103,Box Score,,"18,997",
252,"Wed, Nov 22, 2017",7:00p,Washington Wizards,124,Charlotte Hornets,129,Box Score,OT,"16,041",
253,"Wed, Nov 22, 2017",7:00p,Brooklyn Nets,109,Cleveland Cavaliers,119,Box Score,,"20,562",
254,"Wed, Nov 22, 2017",7:00p,Portland Trail Blazers,81,Philadelphia 76ers,101,Box Score,,"20,605",
255,"Wed, Nov 22, 2017",7:30p,Los Angeles Clippers,116,Atlanta Hawks,103,Box Score,,"12,675",
256,"Wed, Nov 22, 2017",7:30p,Boston Celtics,98,Miami Heat,104,Box Score,,"19,704",
257,"Wed, Nov 22, 2017",7:30p,Toronto Raptors,100,New York Knicks,108,Box Score,,"19,812",
258,"Wed, Nov 22, 2017",8:00p,Denver Nuggets,95,Houston Rockets,125,Box Score,,"18,055",
259,"Wed, Nov 22, 2017",8:00p,Dallas Mavericks,95,Memphis Grizzlies,94,Box Score,,"16,101",
260,"Wed, Nov 22, 2017",8:00p,Orlando Magic,118,Minnesota Timberwolves,124,Box Score,,"16,402",
261,"Wed, Nov 22, 2017",8:00p,San Antonio Spurs,90,New Orleans Pelicans,107,Box Score,,"17,539",
262,"Wed, Nov 22, 2017",8:00p,Golden State Warriors,91,Oklahoma City Thunder,108,Box Score,,"18,203",
263,"Wed, Nov 22, 2017",9:00p,Milwaukee Bucks,113,Phoenix Suns,107,Box Score,OT,"16,270",
264,"Wed, Nov 22, 2017",9:00p,Chicago Bulls,80,Utah Jazz,110,Box Score,,"17,434",
265,"Wed, Nov 22, 2017",10:30p,Los Angeles Lakers,102,Sacramento Kings,113,Box Score,,"17,583",
266,"Fri, Nov 24, 2017",12:00p,Portland Trail Blazers,127,Brooklyn Nets,125,Box Score,,"15,246",
267,"Fri, Nov 24, 2017",7:30p,New York Knicks,104,Atlanta Hawks,116,Box Score,,"14,355",
268,"Fri, Nov 24, 2017",7:30p,Orlando Magic,103,Boston Celtics,118,Box Score,,"18,624",
269,"Fri, Nov 24, 2017",8:00p,Charlotte Hornets,99,Cleveland Cavaliers,100,Box Score,,"20,562",
270,"Fri, Nov 24, 2017",8:00p,Toronto Raptors,104,Indiana Pacers,107,Box Score,,"16,523",
271,"Fri, Nov 24, 2017",8:00p,Miami Heat,109,Minnesota Timberwolves,97,Box Score,,"18,978",
272,"Fri, Nov 24, 2017",8:00p,Detroit Pistons,99,Oklahoma City Thunder,98,Box Score,,"18,203",
273,"Fri, Nov 24, 2017",9:00p,Memphis Grizzlies,92,Denver Nuggets,104,Box Score,,"16,736",
274,"Fri, Nov 24, 2017",9:00p,New Orleans Pelicans,115,Phoenix Suns,91,Box Score,,"16,574",
275,"Fri, Nov 24, 2017",10:30p,Chicago Bulls,94,Golden State Warriors,143,Box Score,,"19,596",
276,"Sat, Nov 25, 2017",7:00p,San Antonio Spurs,106,Charlotte Hornets,86,Box Score,,"18,597",
277,"Sat, Nov 25, 2017",7:00p,Orlando Magic,111,Philadelphia 76ers,130,Box Score,,"20,585",
278,"Sat, Nov 25, 2017",7:00p,Portland Trail Blazers,108,Washington Wizards,105,Box Score,,"18,092",
279,"Sat, Nov 25, 2017",7:30p,Toronto Raptors,112,Atlanta Hawks,78,Box Score,,"12,278",
280,"Sat, Nov 25, 2017",8:00p,New York Knicks,102,Houston Rockets,117,Box Score,,"18,055",
281,"Sat, Nov 25, 2017",8:00p,Boston Celtics,108,Indiana Pacers,98,Box Score,,"16,303",
282,"Sat, Nov 25, 2017",8:30p,Oklahoma City Thunder,81,Dallas Mavericks,97,Box Score,,"20,340",
283,"Sat, Nov 25, 2017",8:30p,New Orleans Pelicans,95,Golden State Warriors,110,Box Score,,"19,596",
284,"Sat, Nov 25, 2017",9:00p,Milwaukee Bucks,108,Utah Jazz,121,Box Score,,"17,298",
285,"Sat, Nov 25, 2017",10:00p,Los Angeles Clippers,97,Sacramento Kings,95,Box Score,,"17,583",
286,"Sun, Nov 26, 2017",3:30p,Miami Heat,100,Chicago Bulls,93,Box Score,,"20,928",
287,"Sun, Nov 26, 2017",3:30p,Phoenix Suns,108,Minnesota Timberwolves,119,Box Score,,"16,448",
288,"Sun, Nov 26, 2017",6:00p,Brooklyn Nets,98,Memphis Grizzlies,88,Box Score,,"14,889",
289,"Mon, Nov 27, 2017",7:00p,Orlando Magic,109,Indiana Pacers,121,Box Score,,"12,501",
290,"Mon, Nov 27, 2017",7:00p,Cleveland Cavaliers,113,Philadelphia 76ers,91,Box Score,,"20,527",
291,"Mon, Nov 27, 2017",7:30p,Detroit Pistons,118,Boston Celtics,108,Box Score,,"18,624",
292,"Mon, Nov 27, 2017",7:30p,Portland Trail Blazers,103,New York Knicks,91,Box Score,,"18,409",
293,"Mon, Nov 27, 2017",8:00p,Brooklyn Nets,103,Houston Rockets,117,Box Score,,"16,189",
294,"Mon, Nov 27, 2017",8:30p,Dallas Mavericks,108,San Antonio Spurs,115,Box Score,,"17,918",
295,"Mon, Nov 27, 2017",10:30p,Sacramento Kings,110,Golden State Warriors,106,Box Score,,"19,596",
296,"Mon, Nov 27, 2017",10:30p,Los Angeles Lakers,115,Los Angeles Clippers,120,Box Score,,"18,086",
297,"Tue, Nov 28, 2017",7:00p,Miami Heat,97,Cleveland Cavaliers,108,Box Score,,"20,562",
298,"Tue, Nov 28, 2017",8:00p,Phoenix Suns,104,Chicago Bulls,99,Box Score,,"18,324",
299,"Tue, Nov 28, 2017",8:00p,Washington Wizards,92,Minnesota Timberwolves,89,Box Score,,"13,442",
300,"Tue, Nov 28, 2017",10:00p,Milwaukee Bucks,112,Sacramento Kings,87,Box Score,,"17,583",
301,"Tue, Nov 28, 2017",10:00p,Denver Nuggets,77,Utah Jazz,106,Box Score,,"16,790",
302,"Wed, Nov 29, 2017",7:00p,Phoenix Suns,107,Detroit Pistons,131,Box Score,,"18,096",
303,"Wed, Nov 29, 2017",7:00p,Oklahoma City Thunder,108,Orlando Magic,121,Box Score,,"17,797",
304,"Wed, Nov 29, 2017",7:00p,Washington Wizards,113,Philadelphia 76ers,118,Box Score,,"20,492",
305,"Wed, Nov 29, 2017",7:30p,Miami Heat,86,New York Knicks,115,Box Score,,"17,693",
306,"Wed, Nov 29, 2017",7:30p,Charlotte Hornets,113,Toronto Raptors,126,Box Score,,"19,800",
307,"Wed, Nov 29, 2017",8:00p,Indiana Pacers,97,Houston Rockets,118,Box Score,,"16,760",
308,"Wed, Nov 29, 2017",8:00p,Minnesota Timberwolves,120,New Orleans Pelicans,102,Box Score,,"15,555",
309,"Wed, Nov 29, 2017",8:30p,Brooklyn Nets,109,Dallas Mavericks,104,Box Score,,"19,327",
310,"Wed, Nov 29, 2017",8:30p,Memphis Grizzlies,95,San Antonio Spurs,104,Box Score,,"18,013",
311,"Wed, Nov 29, 2017",10:30p,Golden State Warriors,127,Los Angeles Lakers,123,Box Score,OT,"18,997",
312,"Thu, Nov 30, 2017",7:30p,Cleveland Cavaliers,121,Atlanta Hawks,114,Box Score,,"16,379",
313,"Thu, Nov 30, 2017",7:30p,Philadelphia 76ers,97,Boston Celtics,108,Box Score,,"18,624",
314,"Thu, Nov 30, 2017",9:00p,Chicago Bulls,110,Denver Nuggets,111,Box Score,,"15,156",
315,"Thu, Nov 30, 2017",10:00p,Milwaukee Bucks,103,Portland Trail Blazers,91,Box Score,,"19,459",
316,"Thu, Nov 30, 2017",10:30p,Utah Jazz,126,Los Angeles Clippers,107,Box Score,,"15,139",
317,"Fri, Dec 1, 2017",7:00p,Golden State Warriors,133,Orlando Magic,112,Box Score,,"18,846",
318,"Fri, Dec 1, 2017",7:00p,Detroit Pistons,91,Washington Wizards,109,Box Score,,"17,885",
319,"Fri, Dec 1, 2017",7:30p,Indiana Pacers,115,Toronto Raptors,120,Box Score,,"19,800",
320,"Fri, Dec 1, 2017",8:00p,Sacramento Kings,107,Chicago Bulls,106,Box Score,,"19,268",
321,"Fri, Dec 1, 2017",8:00p,San Antonio Spurs,95,Memphis Grizzlies,79,Box Score,,"16,413",
322,"Fri, Dec 1, 2017",8:00p,Charlotte Hornets,100,Miami Heat,105,Box Score,,"19,600",
323,"Fri, Dec 1, 2017",8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,111,Box Score,,"18,203",
324,"Fri, Dec 1, 2017",9:00p,New Orleans Pelicans,108,Utah Jazz,114,Box Score,,"17,725",
325,"Sat, Dec 2, 2017",1:00p,Phoenix Suns,111,Boston Celtics,116,Box Score,,"18,624",
326,"Sat, Dec 2, 2017",2:00p,Los Angeles Clippers,82,Dallas Mavericks,108,Box Score,,"19,245",
327,"Sat, Dec 2, 2017",3:00p,Atlanta Hawks,114,Brooklyn Nets,102,Box Score,,"13,949",
328,"Sat, Dec 2, 2017",7:30p,Memphis Grizzlies,111,Cleveland Cavaliers,116,Box Score,,"20,562",
329,"Sat, Dec 2, 2017",7:30p,Detroit Pistons,103,Philadelphia 76ers,108,Box Score,,"20,562",
330,"Sat, Dec 2, 2017",8:30p,Sacramento Kings,104,Milwaukee Bucks,109,Box Score,,"15,581",
331,"Sat, Dec 2, 2017",9:00p,Los Angeles Lakers,100,Denver Nuggets,115,Box Score,,"19,520",
332,"Sat, Dec 2, 2017",10:00p,New Orleans Pelicans,123,Portland Trail Blazers,116,Box Score,,"18,730",
333,"Sun, Dec 3, 2017",3:30p,Orlando Magic,105,New York Knicks,100,Box Score,,"19,082",
334,"Sun, Dec 3, 2017",7:00p,Golden State Warriors,123,Miami Heat,95,Box Score,,"19,600",
335,"Sun, Dec 3, 2017",7:00p,Los Angeles Clippers,106,Minnesota Timberwolves,112,Box Score,,"13,172",
336,"Sun, Dec 3, 2017",7:00p,San Antonio Spurs,87,Oklahoma City Thunder,90,Box Score,,"18,203",
337,"Sun, Dec 3, 2017",9:30p,Houston Rockets,118,Los Angeles Lakers,95,Box Score,,"18,997",
338,"Mon, Dec 4, 2017",7:00p,Orlando Magic,94,Charlotte Hornets,104,Box Score,,"14,419",
339,"Mon, Dec 4, 2017",7:00p,New York Knicks,97,Indiana Pacers,115,Box Score,,"12,018",
340,"Mon, Dec 4, 2017",7:00p,Phoenix Suns,115,Philadelphia 76ers,101,Box Score,,"20,564",
341,"Mon, Dec 4, 2017",7:30p,Brooklyn Nets,110,Atlanta Hawks,90,Box Score,,"12,056",
342,"Mon, Dec 4, 2017",7:30p,Milwaukee Bucks,100,Boston Celtics,111,Box Score,,"18,624",
343,"Mon, Dec 4, 2017",8:00p,Cleveland Cavaliers,113,Chicago Bulls,91,Box Score,,"21,323",
344,"Mon, Dec 4, 2017",8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,95,Box Score,,"14,012",
345,"Mon, Dec 4, 2017",8:00p,Golden State Warriors,125,New Orleans Pelicans,115,Box Score,,"17,004",
346,"Mon, Dec 4, 2017",8:30p,Denver Nuggets,105,Dallas Mavericks,122,Box Score,,"19,419",
347,"Mon, Dec 4, 2017",8:30p,Detroit Pistons,93,San Antonio Spurs,96,Box Score,,"18,288",
348,"Mon, Dec 4, 2017",9:00p,Washington Wizards,69,Utah Jazz,116,Box Score,,"17,227",
349,"Tue, Dec 5, 2017",7:30p,Phoenix Suns,113,Toronto Raptors,126,Box Score,,"19,800",
350,"Tue, Dec 5, 2017",8:00p,Utah Jazz,94,Oklahoma City Thunder,100,Box Score,,"18,203",
351,"Tue, Dec 5, 2017",10:00p,Washington Wizards,106,Portland Trail Blazers,92,Box Score,,"19,241",
352,"Wed, Dec 6, 2017",7:00p,Sacramento Kings,95,Cleveland Cavaliers,101,Box Score,,"20,562",
353,"Wed, Dec 6, 2017",7:00p,Chicago Bulls,96,Indiana Pacers,98,Box Score,,"13,013",
354,"Wed, Dec 6, 2017",7:00p,Atlanta Hawks,106,Orlando Magic,110,Box Score,OT,"16,167",
355,"Wed, Dec 6, 2017",7:30p,Dallas Mavericks,90,Boston Celtics,97,Box Score,,"18,624",
356,"Wed, Dec 6, 2017",7:30p,Memphis Grizzlies,88,New York Knicks,99,Box Score,,"19,812",
357,"Wed, Dec 6, 2017",8:00p,Golden State Warriors,101,Charlotte Hornets,87,Box Score,,"19,334",
358,"Wed, Dec 6, 2017",8:00p,Detroit Pistons,100,Milwaukee Bucks,104,Box Score,,"15,841",
359,"Wed, Dec 6, 2017",8:00p,Denver Nuggets,114,New Orleans Pelicans,123,Box Score,,"15,353",
360,"Wed, Dec 6, 2017",8:30p,Miami Heat,105,San Antonio Spurs,117,Box Score,,"18,252",
361,"Wed, Dec 6, 2017",10:30p,Minnesota Timberwolves,113,Los Angeles Clippers,107,Box Score,,"15,951",
362,"Thu, Dec 7, 2017",8:00p,Los Angeles Lakers,107,Philadelphia 76ers,104,Box Score,,"20,495",
363,"Thu, Dec 7, 2017",9:00p,Washington Wizards,109,Phoenix Suns,99,Box Score,,"15,925",
364,"Thu, Dec 7, 2017",10:00p,Oklahoma City Thunder,95,Brooklyn Nets,100,Box Score,,"20,562","at Mexico City, Mexico"
365,"Thu, Dec 7, 2017",10:30p,Houston Rockets,112,Utah Jazz,101,Box Score,,"18,306",
366,"Fri, Dec 8, 2017",7:00p,Chicago Bulls,119,Charlotte Hornets,111,Box Score,OT,"14,077",
367,"Fri, Dec 8, 2017",7:00p,Golden State Warriors,102,Detroit Pistons,98,Box Score,,"20,491",
368,"Fri, Dec 8, 2017",7:00p,Cleveland Cavaliers,102,Indiana Pacers,106,Box Score,,"17,032",
369,"Fri, Dec 8, 2017",7:00p,Denver Nuggets,103,Orlando Magic,89,Box Score,,"16,024",
370,"Fri, Dec 8, 2017",8:00p,Toronto Raptors,116,Memphis Grizzlies,107,Box Score,,"15,417",
371,"Fri, Dec 8, 2017",8:00p,Dallas Mavericks,102,Milwaukee Bucks,109,Box Score,,"15,889",
372,"Fri, Dec 8, 2017",8:00p,Sacramento Kings,116,New Orleans Pelicans,109,Box Score,OT,"15,019",
373,"Fri, Dec 8, 2017",9:30p,Boston Celtics,102,San Antonio Spurs,105,Box Score,,"18,418",
374,"Sat, Dec 9, 2017",3:30p,Washington Wizards,112,Los Angeles Clippers,113,Box Score,,"15,739",
375,"Sat, Dec 9, 2017",6:00p,Miami Heat,101,Brooklyn Nets,89,Box Score,,"19,777","at Mexico City, Mexico"
376,"Sat, Dec 9, 2017",7:00p,Los Angeles Lakers,110,Charlotte Hornets,99,Box Score,,"19,320",
377,"Sat, Dec 9, 2017",7:30p,Orlando Magic,110,Atlanta Hawks,117,Box Score,,"12,719",
378,"Sat, Dec 9, 2017",8:00p,New York Knicks,102,Chicago Bulls,104,Box Score,,"20,149",
379,"Sat, Dec 9, 2017",8:00p,Philadelphia 76ers,98,Cleveland Cavaliers,105,Box Score,,"20,562",
380,"Sat, Dec 9, 2017",8:30p,Utah Jazz,100,Milwaukee Bucks,117,Box Score,,"16,675",
381,"Sat, Dec 9, 2017",9:00p,Oklahoma City Thunder,102,Memphis Grizzlies,101,Box Score,OT,"17,794",
382,"Sat, Dec 9, 2017",9:00p,San Antonio Spurs,104,Phoenix Suns,101,Box Score,,"16,575",
383,"Sat, Dec 9, 2017",10:00p,Houston Rockets,124,Portland Trail Blazers,117,Box Score,,"19,503",
384,"Sun, Dec 10, 2017",3:30p,Toronto Raptors,102,Sacramento Kings,87,Box Score,,"17,583",
385,"Sun, Dec 10, 2017",4:00p,Boston Celtics,91,Detroit Pistons,81,Box Score,,"18,776",
386,"Sun, Dec 10, 2017",5:00p,Denver Nuggets,116,Indiana Pacers,126,Box Score,OT,"14,587",
387,"Sun, Dec 10, 2017",7:00p,Dallas Mavericks,92,Minnesota Timberwolves,97,Box Score,,"13,094",
388,"Sun, Dec 10, 2017",7:00p,Philadelphia 76ers,124,New Orleans Pelicans,131,Box Score,,"16,878",
389,"Sun, Dec 10, 2017",7:30p,Atlanta Hawks,107,New York Knicks,111,Box Score,,"19,189",
390,"Mon, Dec 11, 2017",8:00p,Boston Celtics,85,Chicago Bulls,108,Box Score,,"19,617",
391,"Mon, Dec 11, 2017",8:00p,New Orleans Pelicans,123,Houston Rockets,130,Box Score,,"18,055",
392,"Mon, Dec 11, 2017",8:00p,Miami Heat,107,Memphis Grizzlies,82,Box Score,,"14,857",
393,"Mon, Dec 11, 2017",8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,Box Score,,"18,203",
394,"Mon, Dec 11, 2017",10:30p,Portland Trail Blazers,104,Golden State Warriors,111,Box Score,,"19,596",
395,"Mon, Dec 11, 2017",10:30p,Toronto Raptors,91,Los Angeles Clippers,96,Box Score,,"16,658",
396,"Tue, Dec 12, 2017",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,Box Score,,"20,562",
397,"Tue, Dec 12, 2017",7:00p,Denver Nuggets,103,Detroit Pistons,84,Box Score,,"15,480",
398,"Tue, Dec 12, 2017",7:00p,Los Angeles Lakers,109,New York Knicks,113,Box Score,OT,"19,359",
399,"Tue, Dec 12, 2017",7:30p,Washington Wizards,98,Brooklyn Nets,103,Box Score,,"14,515",
400,"Tue, Dec 12, 2017",8:30p,San Antonio Spurs,89,Dallas Mavericks,95,Box Score,,"19,874",
401,"Tue, Dec 12, 2017",9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,Box Score,OT,"14,659",
402,"Tue, Dec 12, 2017",10:00p,Phoenix Suns,92,Sacramento Kings,99,Box Score,,"17,583",
403,"Wed, Dec 13, 2017",7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,Box Score,,"17,923",
404,"Wed, Dec 13, 2017",7:00p,Los Angeles Clippers,106,Orlando Magic,95,Box Score,,"16,011",
405,"Wed, Dec 13, 2017",7:00p,Memphis Grizzlies,87,Washington Wizards,93,Box Score,,"15,297",
406,"Wed, Dec 13, 2017",7:30p,Denver Nuggets,118,Boston Celtics,124,Box Score,,"18,624",
407,"Wed, Dec 13, 2017",7:30p,Portland Trail Blazers,102,Miami Heat,95,Box Score,,"19,600",
408,"Wed, Dec 13, 2017",8:00p,Utah Jazz,100,Chicago Bulls,103,Box Score,,"18,102",
409,"Wed, Dec 13, 2017",8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,Box Score,,"16,863",
410,"Wed, Dec 13, 2017",9:00p,Toronto Raptors,115,Phoenix Suns,109,Box Score,,"15,517",
411,"Wed, Dec 13, 2017",9:30p,Charlotte Hornets,96,Houston Rockets,108,Box Score,,"16,509",
412,"Thu, Dec 14, 2017",7:30p,Detroit Pistons,105,Atlanta Hawks,91,Box Score,,"13,548",
413,"Thu, Dec 14, 2017",7:30p,New York Knicks,111,Brooklyn Nets,104,Box Score,,"17,732",
414,"Thu, Dec 14, 2017",8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,Box Score,,"20,562",
415,"Thu, Dec 14, 2017",8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,Box Score,,"11,126",
416,"Thu, Dec 14, 2017",10:30p,Dallas Mavericks,97,Golden State Warriors,112,Box Score,,"19,596",
417,"Fri, Dec 15, 2017",7:00p,Miami Heat,104,Charlotte Hornets,98,Box Score,,"15,565",
418,"Fri, Dec 15, 2017",7:00p,Detroit Pistons,104,Indiana Pacers,98,Box Score,,"14,687",
419,"Fri, Dec 15, 2017",7:00p,Portland Trail Blazers,95,Orlando Magic,88,Box Score,,"16,963",
420,"Fri, Dec 15, 2017",7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,Box Score,3OT,"20,612",
421,"Fri, Dec 15, 2017",7:00p,Los Angeles Clippers,91,Washington Wizards,100,Box Score,,"15,442",
422,"Fri, Dec 15, 2017",7:30p,Utah Jazz,107,Boston Celtics,95,Box Score,,"18,624",
423,"Fri, Dec 15, 2017",7:30p,Brooklyn Nets,87,Toronto Raptors,120,Box Score,,"19,800",
424,"Fri, Dec 15, 2017",8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,Box Score,,"15,803",
425,"Fri, Dec 15, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,109,Box Score,,"16,921",
426,"Fri, Dec 15, 2017",9:00p,New Orleans Pelicans,111,Denver Nuggets,117,Box Score,OT,"17,584",
427,"Fri, Dec 15, 2017",9:30p,San Antonio Spurs,109,Houston Rockets,124,Box Score,,"18,055",
428,"Sat, Dec 16, 2017",7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,Box Score,,"16,687",
429,"Sat, Dec 16, 2017",7:30p,Utah Jazz,100,Cleveland Cavaliers,109,Box Score,,"20,562",
430,"Sat, Dec 16, 2017",7:30p,Oklahoma City Thunder,96,New York Knicks,111,Box Score,,"19,812",
431,"Sat, Dec 16, 2017",8:00p,Milwaukee Bucks,111,Houston Rockets,115,Box Score,,"18,055",
432,"Sat, Dec 16, 2017",8:00p,Los Angeles Clippers,85,Miami Heat,90,Box Score,,"19,600",
433,"Sat, Dec 16, 2017",8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,Box Score,,"18,109",
434,"Sat, Dec 16, 2017",8:30p,Dallas Mavericks,96,San Antonio Spurs,98,Box Score,,"18,418",
435,"Sat, Dec 16, 2017",9:00p,Boston Celtics,102,Memphis Grizzlies,93,Box Score,,"17,794",
436,"Sun, Dec 17, 2017",3:30p,Sacramento Kings,93,Toronto Raptors,108,Box Score,,"19,800",
437,"Sun, Dec 17, 2017",4:00p,Orlando Magic,110,Detroit Pistons,114,Box Score,,"16,312",
438,"Sun, Dec 17, 2017",6:00p,Indiana Pacers,109,Brooklyn Nets,97,Box Score,,"13,934",
439,"Sun, Dec 17, 2017",6:00p,Cleveland Cavaliers,106,Washington Wizards,99,Box Score,,"20,356",
440,"Mon, Dec 18, 2017",7:00p,New York Knicks,91,Charlotte Hornets,109,Box Score,,"15,386",
441,"Mon, Dec 18, 2017",7:00p,Boston Celtics,112,Indiana Pacers,111,Box Score,,"16,055",
442,"Mon, Dec 18, 2017",7:30p,Miami Heat,104,Atlanta Hawks,110,Box Score,,"14,227",
443,"Mon, Dec 18, 2017",8:00p,Philadelphia 76ers,115,Chicago Bulls,117,Box Score,,"20,796",
444,"Mon, Dec 18, 2017",8:00p,Utah Jazz,99,Houston Rockets,120,Box Score,,"18,055",
445,"Mon, Dec 18, 2017",8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,Box Score,,"14,187",
446,"Mon, Dec 18, 2017",8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,Box Score,,"18,203",
447,"Mon, Dec 18, 2017",8:30p,Phoenix Suns,97,Dallas Mavericks,91,Box Score,,"19,245",
448,"Mon, Dec 18, 2017",8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,Box Score,,"18,418",
449,"Mon, Dec 18, 2017",10:30p,Golden State Warriors,116,Los Angeles Lakers,114,Box Score,OT,"18,997",
450,"Tue, Dec 19, 2017",7:00p,Sacramento Kings,101,Philadelphia 76ers,95,Box Score,,"20,558",
451,"Tue, Dec 19, 2017",7:00p,New Orleans Pelicans,106,Washington Wizards,116,Box Score,,"16,529",
452,"Tue, Dec 19, 2017",8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,"18,717",
453,"Wed, Dec 20, 2017",7:00p,Toronto Raptors,129,Charlotte Hornets,111,Box Score,,"15,023",
454,"Wed, Dec 20, 2017",7:30p,Indiana Pacers,105,Atlanta Hawks,95,Box Score,,"14,830",
455,"Wed, Dec 20, 2017",7:30p,Miami Heat,90,Boston Celtics,89,Box Score,,"18,624",
456,"Wed, Dec 20, 2017",7:30p,Sacramento Kings,104,Brooklyn Nets,99,Box Score,,"13,179",
457,"Wed, Dec 20, 2017",8:00p,Orlando Magic,94,Chicago Bulls,112,Box Score,,"20,285",
458,"Wed, Dec 20, 2017",8:00p,Los Angeles Lakers,122,Houston Rockets,116,Box Score,,"18,055",
459,"Wed, Dec 20, 2017",8:00p,Utah Jazz,79,Oklahoma City Thunder,107,Box Score,,"18,203",
460,"Wed, Dec 20, 2017",8:30p,Detroit Pistons,93,Dallas Mavericks,110,Box Score,,"19,580",
461,"Wed, Dec 20, 2017",9:00p,Minnesota Timberwolves,112,Denver Nuggets,104,Box Score,,"17,002",
462,"Wed, Dec 20, 2017",10:00p,San Antonio Spurs,93,Portland Trail Blazers,91,Box Score,,"19,393",
463,"Wed, Dec 20, 2017",10:30p,Memphis Grizzlies,84,Golden State Warriors,97,Box Score,,"19,596",
464,"Wed, Dec 20, 2017",10:30p,Phoenix Suns,95,Los Angeles Clippers,108,Box Score,,"17,151",
465,"Thu, Dec 21, 2017",7:00p,Chicago Bulls,112,Cleveland Cavaliers,115,Box Score,,"20,562",
466,"Thu, Dec 21, 2017",7:00p,Toronto Raptors,114,Philadelphia 76ers,109,Box Score,,"20,680",
467,"Thu, Dec 21, 2017",8:00p,Boston Celtics,93,New York Knicks,102,Box Score,,"19,812",
468,"Thu, Dec 21, 2017",9:00p,Memphis Grizzlies,95,Phoenix Suns,97,Box Score,,"16,339",
469,"Thu, Dec 21, 2017",10:30p,San Antonio Spurs,89,Utah Jazz,100,Box Score,,"18,306",
470,"Fri, Dec 22, 2017",7:00p,New York Knicks,101,Detroit Pistons,104,Box Score,,"16,922",
471,"Fri, Dec 22, 2017",7:00p,New Orleans Pelicans,111,Orlando Magic,97,Box Score,,"18,846",
472,"Fri, Dec 22, 2017",7:30p,Washington Wizards,84,Brooklyn Nets,119,Box Score,,"15,589",
473,"Fri, Dec 22, 2017",8:00p,Los Angeles Clippers,128,Houston Rockets,118,Box Score,,"18,055",
474,"Fri, Dec 22, 2017",8:00p,Dallas Mavericks,101,Miami Heat,113,Box Score,,"19,600",
475,"Fri, Dec 22, 2017",8:00p,Charlotte Hornets,104,Milwaukee Bucks,109,Box Score,,"17,018",
476,"Fri, Dec 22, 2017",8:00p,Atlanta Hawks,117,Oklahoma City Thunder,120,Box Score,,"18,203",
477,"Fri, Dec 22, 2017",10:00p,Denver Nuggets,102,Portland Trail Blazers,85,Box Score,,"19,473",
478,"Fri, Dec 22, 2017",10:30p,Los Angeles Lakers,106,Golden State Warriors,113,Box Score,,"19,596",
479,"Sat, Dec 23, 2017",5:00p,Philadelphia 76ers,86,Toronto Raptors,102,Box Score,,"19,800",
480,"Sat, Dec 23, 2017",7:00p,Milwaukee Bucks,106,Charlotte Hornets,111,Box Score,,"18,363",
481,"Sat, Dec 23, 2017",7:00p,Brooklyn Nets,119,Indiana Pacers,123,Box Score,OT,"17,107",
482,"Sat, Dec 23, 2017",7:00p,Orlando Magic,103,Washington Wizards,130,Box Score,,"17,218",
483,"Sat, Dec 23, 2017",7:30p,Dallas Mavericks,107,Atlanta Hawks,112,Box Score,,"13,402",
