,Unnamed: 0,id,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,v_win_prob,h_win_prob,actual_spread,pred_spread,hw_prob,margin,spread_diff_vegas,vegas_spread_winprob,bet_size,pred_error,spread_outcome,bet_outcome
228,228,228,123,Houston,133,265,Dallas,108,-320,219.0,222.0,-10.5,-7.0,0.2644836272040302,0.7355163727959698,-25,-3.004220564805431,0.5820683343347168,25,3.995779435194569,0.39070000000000005,-0.04488249999999993,28.00422056480543,1,0
229,229,229,123,Denver,120,-155,Phoenix,112,135,219.0,216.0,-1.5,2.5,0.5882115462252725,0.4117884537747275,-8,5.903880190657432,0.341943714675613,8,3.403880190657432,0.40659999999999996,-0.03653500000000003,2.096119809342568,1,0
230,230,230,124,Toronto,107,165,Indiana,102,-185,219.0,217.0,-1.5,-4.5,0.3676233473073202,0.6323766526926797,-5,1.8415738002892643,0.4494681850979177,5,6.3415738002892645,0.3298,-0.07685500000000002,3.1584261997107355,1,0
231,231,231,124,Cleveland,103,210,Boston,141,-250,215.5,212.5,-6.5,-6.0,0.311111111111111,0.6888888888888889,38,-5.253738104365693,0.6414460705783439,-38,0.7462618956343068,0.47929999999999995,0.0,-32.746261895634305,-1,0
232,232,232,124,OklahomaCity,100,800,LAClippers,108,-1400,221.5,220.5,-12.5,-13.0,0.1063829787234042,0.8936170212765957,8,-13.162098557405937,0.8179898021622927,-8,-0.16209855740593682,0.5045,0.0,5.162098557405937,1,0
233,233,233,124,Charlotte,107,-130,Orlando,104,110,214.5,215.0,-1.5,2.0,0.5427435387673957,0.4572564612326044,-3,15.18946779637044,0.1474231066078762,3,13.18946779637044,0.17989999999999995,-0.1555525,-12.18946779637044,-1,1
234,234,234,124,Washington,101,200,SanAntonio,121,-240,231.5,233.5,-6.5,-5.5,0.320754716981132,0.6792452830188679,20,-9.760554210637144,0.7495714169111641,-20,-4.260554210637144,0.6163000000000001,0.04855750000000008,-10.239445789362856,-1,0
235,235,235,124,Atlanta,115,625,Milwaukee,129,-950,235.0,224.5,-9.0,-12.0,0.1322834645669291,0.8677165354330709,14,-6.516734680263023,0.6734392450449755,-14,5.483265319736977,0.3517,-0.06535750000000001,-7.483265319736977,-1,1
236,236,236,124,NewYork,113,155,Portland,116,-175,214.5,214.5,-5.0,-4.0,0.3812824956672443,0.6187175043327556,3,-4.4419436395957765,0.6203274647717162,-3,-0.44194363959577654,0.5122,0.0,1.4419436395957765,1,0
237,237,237,125,Charlotte,108,-110,Orlando,117,-110,213.5,213.5,-1.5,-1.5,0.5,0.5,9,15.18946779637044,0.1474231066078762,-9,16.68946779637044,0.12319999999999998,-0.18532,-24.18946779637044,-1,1
238,238,238,125,Philadelphia,104,-190,Detroit,119,170,215.0,216.0,7.0,5.0,0.6388542963885429,0.361145703611457,15,0.2722578665909378,0.4925097384562134,-15,-4.727742133409063,0.6287,0.05506750000000002,-15.272257866590937,-1,0
239,239,239,125,Toronto,114,115,Indiana,129,-135,217.0,219.0,-2.5,-2.5,0.447405997144217,0.552594002855783,15,1.8415738002892643,0.4494681850979177,-15,4.3415738002892645,0.38149999999999995,-0.049712500000000014,-16.841573800289265,-1,1
240,240,240,125,LALakers,115,-800,Cleveland,108,550,215.0,214.5,10.0,12.0,0.8524590163934427,0.1475409836065574,-7,17.479896621039682,0.1140032184016728,7,5.479896621039682,0.3518,-0.065305,-10.479896621039682,-1,1
241,241,241,125,Miami,85,270,Brooklyn,98,-330,234.0,237.0,-7.5,-7.0,0.2604482132041187,0.7395517867958814,13,-8.974425718219928,0.732017416171445,-13,-1.974425718219928,0.5545,0.016112499999999953,-4.025574281780072,-1,0
242,242,242,125,Boston,119,-175,Chicago,103,155,229.0,227.5,6.5,3.5,0.6187175043327556,0.3812824956672443,-16,-6.8832630467318126,0.6825023698933533,16,-10.383263046731813,0.7646,0.12641499999999997,22.883263046731813,1,1
243,243,243,125,Denver,117,-130,Dallas,113,110,221.5,223.0,-1.0,2.0,0.5427435387673957,0.4572564612326044,-4,5.0131443834823095,0.3647712790815491,4,3.0131443834823095,0.4171,-0.031022499999999988,-1.0131443834823095,-1,1
244,244,244,125,OklahomaCity,125,175,Portland,122,-200,221.5,226.5,-6.5,-4.5,0.3529411764705882,0.6470588235294118,-3,-3.754026955457996,0.6021431877739745,3,0.7459730445420041,0.47929999999999995,0.0,6.754026955457996,1,0
245,245,245,125,Minnesota,108,310,GoldenState,130,-370,225.0,227.0,-8.0,-9.0,0.2365374937091091,0.7634625062908907,22,-10.200033339855215,0.7591125011119584,-22,-1.2000333398552154,0.5332,0.004930000000000018,-11.799966660144785,-1,0
246,246,246,126,LAClippers,99,200,Atlanta,108,-240,221.5,226.5,-3.5,-6.0,0.320754716981132,0.6792452830188679,9,8.685402208160452,0.2745886909919742,-9,14.685402208160452,0.15390000000000004,-0.16920249999999998,-17.685402208160454,-1,1
247,247,247,126,Washington,88,140,Houston,107,-160,231.0,234.0,-3.0,-3.5,0.4037267080745341,0.5962732919254659,19,-2.9137224867485294,0.579629748720709,-19,0.5862775132514706,0.4838,0.0,-16.08627751325147,-1,0
248,248,248,126,NewYork,94,500,Utah,108,-700,209.5,212.0,-10.5,-11.0,0.1599999999999999,0.84,14,-12.826481652969209,0.8118097343713289,-14,-1.8264816529692087,0.5505,0.014012500000000006,-1.1735183470307913,-1,0
249,249,249,127,Detroit,107,110,Cleveland,122,-130,215.5,215.5,-1.5,-2.0,0.4572564612326044,0.5427435387673957,15,3.9196820452204975,0.3934559247718042,-15,5.9196820452204975,0.3405,-0.07123750000000001,-18.919682045220497,-1,1
250,250,250,127,Sacramento,121,110,Orlando,107,-130,221.5,223.5,-1.5,-1.0,0.4572564612326044,0.5427435387673957,-14,4.013881580418484,0.3909593845848217,14,5.013881580418484,0.3639,-0.05895250000000003,9.986118419581516,1,0
251,251,251,127,Indiana,116,-145,Charlotte,106,125,218.5,221.5,-1.0,3.0,0.5711159737417943,0.4288840262582056,-10,-2.3169098573688647,0.5634755228806234,10,-5.316909857368865,0.644,0.06310000000000003,12.316909857368865,1,1
252,252,252,127,Milwaukee,115,-250,Toronto,108,210,224.5,228.0,6.0,6.0,0.6888888888888889,0.311111111111111,-7,-0.1191416776748859,0.5032779391558706,7,-6.119141677674886,0.6646000000000001,0.07391500000000008,7.119141677674886,1,1
253,253,253,127,Brooklyn,132,-230,Atlanta,128,195,236.0,238.0,7.0,6.0,0.6727813584531482,0.3272186415468517,-4,0.8444468773248726,0.4767796394613368,4,-5.155553122675127,0.6397999999999999,0.06089499999999994,3.155553122675127,1,1
254,254,254,127,LALakers,106,-175,Philadelphia,107,155,221.5,222.5,2.5,4.0,0.6187175043327556,0.3812824956672443,1,10.936120671653534,0.2253600003549489,-1,6.9361206716535335,0.31499999999999995,-0.08462500000000003,-11.936120671653534,-1,1
255,255,255,127,Denver,109,-240,Miami,82,200,220.5,215.0,5.0,6.5,0.6792452830188679,0.320754716981132,-27,11.118240765979248,0.2216075844160629,27,4.618240765979248,0.3742,-0.05354500000000001,15.881759234020752,1,0
256,256,256,127,Washington,106,300,NewOrleans,124,-360,227.0,227.5,-7.5,-8.5,0.2421052631578947,0.7578947368421054,18,-3.172449978237509,0.5865930465981835,-18,5.327550021762491,0.3557,-0.06325749999999995,-14.827550021762491,-1,1
257,257,257,127,Boston,106,-190,SanAntonio,110,170,225.0,224.5,2.5,4.5,0.6388542963885429,0.361145703611457,4,-9.907291910504224,0.7527791948052963,-4,-14.407291910504224,0.8415,0.1667875,5.907291910504224,1,1
258,258,258,127,Dallas,104,115,Utah,116,-135,225.0,221.0,-4.5,-2.0,0.447405997144217,0.552594002855783,12,-9.68675107798406,0.7479497356736422,-12,-7.686751077984059,0.7033,0.09423250000000001,-2.3132489220159407,-1,0
259,259,259,127,OklahomaCity,102,270,Phoenix,97,-330,220.0,215.0,-5.5,-8.0,0.2604482132041187,0.7395517867958814,-5,-2.7369961024596026,0.5748588923290578,5,5.263003897540397,0.35740000000000005,-0.062365000000000004,7.736996102459603,1,0
260,260,260,127,Minnesota,111,350,GoldenState,123,-420,227.5,229.0,-8.0,-9.0,0.2157676348547718,0.7842323651452283,12,-10.200033339855215,0.7591125011119584,-12,-1.2000333398552154,0.5332,0.004930000000000018,-1.7999666601447846,-1,0
261,261,261,128,LAClippers,109,145,Miami,105,-165,215.5,212.5,-5.0,-2.0,0.3959656331714605,0.6040343668285393,-4,14.463545011480791,0.1592643662504058,4,16.46354501148079,0.12649999999999995,-0.18358750000000001,-10.463545011480791,-1,1
262,262,262,128,LALakers,92,-310,Detroit,107,260,217.5,214.0,9.5,7.0,0.7313237221494101,0.2686762778505897,15,12.384296557031828,0.196527723429573,-15,5.384296557031828,0.35419999999999996,-0.06404499999999999,-27.384296557031828,-1,1
263,263,263,128,GoldenState,93,110,Phoenix,114,-130,219.5,219.0,1.0,-2.0,0.4572564612326044,0.5427435387673957,21,1.9370740994327733,0.4468628752554263,-21,3.937074099432773,0.3923,-0.0440425,-22.937074099432774,-1,1
264,264,264,128,Portland,101,170,Houston,104,-190,228.0,229.5,-2.5,-4.5,0.361145703611457,0.6388542963885429,3,0.7786795730539893,0.4785862789229672,-3,5.2786795730539895,0.357,-0.06257500000000005,-3.7786795730539895,-1,1
265,265,265,129,Atlanta,116,-165,Washington,100,145,234.0,234.5,4.5,3.5,0.6040343668285393,0.3959656331714605,-16,2.063235416015294,0.4434246440861336,16,-1.436764583984706,0.5397000000000001,0.008342500000000053,13.936764583984706,1,1
266,266,266,129,LAClippers,116,-330,Orlando,90,270,212.0,217.0,-2.5,7.0,0.7395517867958814,0.2604482132041187,-26,22.643247683450166,0.0591907371517554,26,15.643247683450166,0.13870000000000005,-0.17718249999999997,3.3567523165498336,1,0
267,267,267,129,Indiana,105,-160,Charlotte,108,140,220.5,221.5,4.0,3.5,0.5962732919254659,0.4037267080745341,3,-2.3169098573688647,0.5634755228806234,-3,-5.816909857368865,0.6569,0.06987249999999998,-0.6830901426311353,-1,0
268,268,268,129,Sacramento,126,190,Toronto,124,-220,228.5,226.5,-6.5,-4.0,0.3340292275574112,0.6659707724425887,-2,-14.228004215234426,0.8367632101599738,2,-10.228004215234426,0.7612,0.12462999999999995,16.228004215234428,1,1
269,269,269,129,Milwaukee,126,-280,NewOrleans,131,240,229.0,229.5,6.0,7.0,0.7147147147147147,0.2852852852852853,5,5.407520118040809,0.3545993703487602,-5,-1.592479881959191,0.544,0.010600000000000031,-10.407520118040809,-1,0
270,270,270,129,Cleveland,81,105,NewYork,102,-125,205.5,209.0,-2.0,-1.0,0.4675324675324675,0.5324675324675325,21,-5.826852243226872,0.6561034803713177,-21,-4.826852243226872,0.6313,0.0564325,-15.173147756773128,-1,0
271,271,271,129,Brooklyn,147,-260,OklahomaCity,125,220,230.5,229.5,9.5,7.0,0.6979865771812079,0.3020134228187919,-22,2.969307188995644,0.4188720825170449,22,-4.030692811004355,0.6102000000000001,0.04535500000000003,19.030692811004357,1,1
272,272,272,129,Philadelphia,118,-480,Minnesota,94,390,225.5,225.0,6.5,9.5,0.8021828103683492,0.1978171896316507,-24,4.379052141196979,0.3813246608519894,24,-5.120947858803021,0.6389,0.06042249999999997,19.62094785880302,1,1
273,273,273,129,Denver,109,-175,SanAntonio,119,155,225.0,222.0,3.0,4.0,0.6187175043327556,0.3812824956672443,10,-0.005384794388231,0.5001481532485073,-10,-4.005384794388231,0.6095999999999999,0.04503999999999996,-9.994615205611769,-1,0
274,274,274,129,Dallas,101,150,Utah,120,-170,220.5,222.0,-3.5,-4.0,0.3884892086330935,0.6115107913669064,19,-9.68675107798406,0.7479497356736422,-19,-5.686751077984059,0.6535,0.06808749999999997,-9.31324892201594,-1,0
275,275,275,130,Portland,123,110,Chicago,122,-130,232.0,233.0,-1.5,-1.5,0.4572564612326044,0.5427435387673957,-1,-3.044123287062214,0.5831425681531469,1,-1.544123287062214,0.5427,0.009917500000000013,4.044123287062214,1,1
276,276,276,130,Milwaukee,114,-420,Charlotte,126,350,228.0,231.0,7.5,9.0,0.7842323651452283,0.2157676348547718,12,1.7573583028202275,0.4517674508894056,-12,-7.2426416971797725,0.6925,0.0885625,-13.757358302820228,-1,0
277,277,277,130,Houston,126,115,NewOrleans,112,-135,223.0,223.0,-0.0,-2.0,0.447405997144217,0.552594002855783,-14,-1.4346455102763365,0.5394074700085842,14,0.5653544897236635,0.48429999999999995,0.0,15.434645510276336,1,0
278,278,278,130,Sacramento,104,220,Miami,105,-260,224.5,222.5,-6.0,-6.5,0.3020134228187919,0.6979865771812079,1,-4.165821091550889,0.6130579254622854,-1,2.334178908449111,0.4356,-0.021309999999999992,3.165821091550889,1,0
279,279,279,130,LALakers,96,-165,Boston,95,145,218.5,217.5,1.5,3.5,0.6040343668285393,0.3959656331714605,-1,13.402076535461346,0.1776699796908698,1,9.902076535461346,0.24580000000000002,-0.120955,-12.402076535461346,-1,1
280,280,280,130,Phoenix,111,-110,Dallas,105,-110,217.0,215.0,-2.0,-1.0,0.5,0.5,-6,-2.0666538259624785,0.5566684586254164,6,-1.0666538259624785,0.5295000000000001,0.002987500000000043,8.06665382596248,1,1
281,281,281,130,Detroit,91,190,GoldenState,118,-220,224.5,224.5,-5.5,-5.5,0.3340292275574112,0.6659707724425887,27,-6.093239065249175,0.6628388630911454,-27,-0.5932390652491746,0.5164,0.0,-20.906760934750825,-1,0
282,282,282,130,Memphis,129,150,SanAntonio,112,-170,222.5,219.0,-3.0,-3.5,0.3884892086330935,0.6115107913669064,-17,-5.885913330605478,0.6576011668637536,17,-2.3859133306054776,0.5658000000000001,0.022045000000000082,22.885913330605476,1,1
283,283,283,131,Utah,117,-155,Denver,128,135,220.5,220.0,-1.5,3.0,0.5882115462252725,0.4117884537747275,11,1.1458526381396783,0.4685066395451956,-11,-1.8541473618603217,0.5512,0.014380000000000021,-12.145852638139678,-1,0
284,284,284,131,Philadelphia,119,125,Indiana,110,-145,223.0,221.5,1.0,-3.0,0.4288840262582056,0.5711159737417943,-9,-3.362401790935849,0.5916881882005102,9,-0.362401790935849,0.51,0.0,12.362401790935849,1,0
285,285,285,131,LAClippers,129,-450,NewYork,115,375,210.5,210.5,7.5,9.0,0.7953488372093024,0.2046511627906976,-14,11.498179203969004,0.2138953563774065,14,2.498179203969004,0.43110000000000004,-0.02367249999999993,2.501820796030996,1,0
286,286,286,131,Orlando,102,200,Toronto,115,-240,220.0,215.5,-5.5,-5.0,0.320754716981132,0.6792452830188679,13,-19.41780381444027,0.9097405227723834,-13,-14.41780381444027,0.8416,0.16684000000000002,6.417803814440269,1,1
287,287,287,131,Brooklyn,146,-240,Washington,149,200,245.0,245.0,8.0,5.5,0.6792452830188679,0.320754716981132,3,4.083600312127524,0.3891145344006267,-3,-1.4163996878724756,0.5392,0.008079999999999999,-7.083600312127524,-1,0
288,288,288,131,Cleveland,104,-160,Minnesota,109,140,220.0,219.5,2.0,3.5,0.5962732919254659,0.4037267080745341,5,-2.1647238081891693,0.5593381088939902,-5,-5.664723808189169,0.653,0.06782500000000004,-2.8352761918108307,-1,0
289,289,289,201,Minnesota,98,145,Cleveland,100,-165,217.5,221.5,-5.0,-3.5,0.3959656331714605,0.6040343668285393,2,-0.1871122293855442,0.505147924677383,-2,3.3128877706144557,0.40900000000000003,-0.035275000000000015,-1.8128877706144557,-1,1
290,290,290,201,LALakers,107,-300,Atlanta,99,250,220.0,219.0,6.5,7.0,0.7241379310344829,0.2758620689655172,-8,10.016185400791615,0.2448546034734221,8,3.016185400791615,0.41700000000000004,-0.031075,-2.016185400791615,-1,1
291,291,291,201,Charlotte,129,260,Miami,121,-310,218.0,216.5,-5.0,-7.5,0.2686762778505897,0.7313237221494101,-8,7.009765124401067,0.3143944882390821,8,14.509765124401067,0.15680000000000005,-0.16767999999999997,0.990234875598933,1,0
292,292,292,201,Sacramento,118,125,NewOrleans,109,-145,232.0,234.5,-4.5,-2.5,0.4288840262582056,0.5711159737417943,-9,-8.701342419518731,0.7257777315455458,9,-6.201342419518731,0.6666000000000001,0.07496500000000005,17.70134241951873,1,1
293,293,293,201,NewYork,102,140,Chicago,110,-160,218.0,217.0,-4.5,-3.5,0.4037267080745341,0.5962732919254659,8,-6.310148907870634,0.668285084516828,-8,-2.8101489078706336,0.5774,0.028135,-1.6898510921293664,-1,0
294,294,294,201,Houston,136,-200,OklahomaCity,106,175,222.0,224.5,5.5,5.0,0.6470588235294118,0.3529411764705882,-30,-0.5524066739580635,0.5151948331683522,30,-5.552406673958064,0.6501,0.06630249999999997,30.552406673958064,1,1
295,295,295,201,Portland,106,400,Milwaukee,134,-500,235.0,235.0,-10.0,-10.0,0.1935483870967742,0.8064516129032258,28,-6.063486055263156,0.6620891166903994,-28,3.936513944736844,0.3923,-0.0440425,-21.936513944736845,-1,1
296,296,296,201,Memphis,133,155,SanAntonio,102,-175,221.5,222.0,-3.0,-4.0,0.3812824956672443,0.6187175043327556,-31,-5.885913330605478,0.6576011668637536,31,-1.8859133306054776,0.5521,0.014852500000000058,36.885913330605476,1,1
297,297,297,201,Phoenix,109,120,Dallas,108,-140,219.5,219.0,-1.5,-2.0,0.437956204379562,0.562043795620438,-1,-2.0666538259624785,0.5566684586254164,1,-0.06665382596247849,0.5018,0.0,3.0666538259624785,1,0
298,298,298,202,Memphis,116,160,Indiana,134,-180,220.5,221.5,-6.0,-4.5,0.374331550802139,0.6256684491978609,18,-1.806979074844915,0.5495875046785864,-18,2.6930209251550847,0.42579999999999996,-0.026455000000000017,-16.193020925155086,-1,1
299,299,299,202,Toronto,123,-260,Orlando,108,220,215.0,215.5,5.0,6.5,0.6979865771812079,0.3020134228187919,-15,17.065967776865552,0.1196050784164091,15,10.565967776865552,0.23160000000000003,-0.12841,-2.065967776865552,-1,1
300,300,300,202,LAClippers,120,-120,Brooklyn,124,100,243.5,241.5,-1.5,1.5,0.5217391304347826,0.4782608695652174,4,6.665037312048222,0.3228809516778177,-4,5.165037312048222,0.3599,-0.061052499999999975,-10.665037312048222,-1,1
301,301,301,202,Detroit,105,650,Utah,117,-1000,221.0,218.5,-12.0,-12.5,0.127906976744186,0.8720930232558138,12,-12.381815813400868,0.8034248792757226,-12,0.11818418659913199,0.49670000000000003,0.0,0.381815813400868,1,0
302,302,302,202,Boston,111,-140,GoldenState,107,120,224.5,227.0,3.0,3.0,0.562043795620438,0.437956204379562,-4,-7.111019043678692,0.6880799054434207,4,-10.111019043678692,0.7587,0.12331750000000005,11.111019043678692,1,1
303,303,303,202,Portland,132,120,Washington,121,-140,240.5,241.5,-1.5,-3.0,0.437956204379562,0.562043795620438,-11,2.516484041015162,0.431109319860353,11,5.516484041015162,0.3508,-0.06582999999999999,8.483515958984839,1,0
304,304,304,203,Indiana,110,330,Milwaukee,130,-400,232.0,231.5,-8.5,-9.0,0.2252252252252252,0.7747747747747749,20,-2.7888024871089785,0.5762586120900302,-20,6.2111975128910215,0.33309999999999995,-0.07512250000000002,-17.211197512891022,-1,1
305,305,305,203,Philadelphia,118,-310,Charlotte,111,260,221.5,225.0,7.0,7.0,0.7313237221494101,0.2686762778505897,-7,5.867389416829885,0.342868302047733,7,-1.1326105831701154,0.5313,0.003932499999999994,1.1326105831701154,1,1
306,306,306,203,LAClippers,121,-420,Cleveland,99,350,217.5,220.0,8.5,9.0,0.7842323651452283,0.2157676348547718,-22,9.825456141819366,0.2490070713709623,22,0.825456141819366,0.47709999999999997,0.0,12.174543858180634,1,0
307,307,307,203,Washington,103,350,Miami,100,-420,229.5,228.0,-8.0,-9.0,0.2157676348547718,0.7842323651452283,-3,-6.979089684863151,0.6848542247216498,3,2.020910315136849,0.44420000000000004,-0.016794999999999973,9.979089684863151,1,0
308,308,308,203,Dallas,122,-130,Atlanta,116,110,222.5,223.5,-1.5,2.0,0.5427435387673957,0.4572564612326044,-6,-5.465396083633987,0.6468849082859114,6,-7.465396083633987,0.6979,0.09139749999999998,11.465396083633987,1,1
309,309,309,203,Houston,87,-250,OklahomaCity,104,210,223.5,222.0,5.5,6.5,0.6888888888888889,0.311111111111111,17,13.182683598969655,0.1816353199106364,-17,6.682683598969655,0.32130000000000003,-0.08131750000000003,-30.182683598969653,-1,1
310,310,310,203,NewYork,107,105,Chicago,103,-125,216.5,218.0,-4.0,-1.5,0.4675324675324675,0.5324675324675325,-4,-1.218088764736593,0.5334742177208749,4,0.281911235263407,0.49219999999999997,0.0,5.218088764736593,1,0
311,311,311,203,Minnesota,108,280,SanAntonio,111,-340,223.0,226.0,-9.0,-7.5,0.2540415704387991,0.745958429561201,3,-6.114626655768944,0.6633774101379504,-3,1.3853733442310556,0.4617,-0.007607500000000023,3.1146266557689444,1,0
312,312,312,203,Phoenix,101,-155,NewOrleans,123,135,223.5,223.0,2.5,2.5,0.5882115462252725,0.4117884537747275,22,4.620968358936908,0.374981757410985,-22,2.120968358936908,0.4415,-0.01821250000000002,-26.620968358936906,-1,1
313,313,313,203,Boston,111,-110,Sacramento,116,-110,226.5,224.0,2.0,-1.0,0.5,0.5,5,3.93575797981504,0.3930295561775994,-5,4.93575797981504,0.3659,-0.057902499999999996,-8.93575797981504,-1,1
314,314,314,204,Portland,121,400,Philadelphia,105,-500,227.5,223.0,-9.5,-10.0,0.1935483870967742,0.8064516129032258,-16,-11.009687098910373,0.7761600817359118,16,-1.0096870989103728,0.5279,0.002147499999999991,27.009687098910373,1,1
315,315,315,204,GoldenState,147,155,Dallas,116,-175,224.5,229.5,-3.5,-4.0,0.3812824956672443,0.6187175043327556,-31,4.889302925145467,0.3679855918880665,31,8.889302925145467,0.26849999999999996,-0.10903750000000002,26.110697074854535,1,0
316,316,316,204,Utah,112,-450,Atlanta,91,375,224.0,221.0,6.5,10.0,0.7953488372093024,0.2046511627906976,-21,8.019995982747844,0.2900963826454695,21,-1.9800040172521562,0.5547,0.016217499999999975,12.980004017252156,1,1
317,317,317,204,Houston,115,145,Memphis,103,-165,224.0,226.0,-1.0,-3.5,0.3959656331714605,0.6040343668285393,-12,-1.473632257733775,0.5404747418525897,12,2.026367742266225,0.44399999999999995,-0.016899999999999995,13.473632257733776,1,0
318,318,318,204,Denver,93,175,LALakers,114,-200,219.5,217.0,-5.5,-4.5,0.3529411764705882,0.6470588235294118,21,0.7066485915597784,0.4805654863282036,-21,5.206648591559778,0.3588,-0.061629999999999976,-21.706648591559777,-1,1
319,319,319,205,Chicago,119,-135,Orlando,123,115,221.0,224.5,-0.0,2.5,0.552594002855783,0.447405997144217,4,7.150410100693996,0.310959755768223,-4,4.650410100693996,0.37339999999999995,-0.05396499999999998,-11.150410100693996,-1,1
320,320,320,205,Utah,138,-360,Charlotte,121,300,222.5,224.5,8.0,8.5,0.7578947368421054,0.2421052631578947,-17,11.482685052975912,0.2142067778619432,17,2.9826850529759117,0.41800000000000004,-0.03055000000000001,5.517314947024088,1,0
321,321,321,205,NewOrleans,114,105,Indiana,113,-125,227.0,228.0,-5.0,-0.0,0.4675324675324675,0.5324675324675325,-1,-6.515718542525072,0.6734139729935209,1,-6.515718542525072,0.6745,0.07911249999999999,7.515718542525072,1,1
322,322,322,205,Milwaukee,123,-700,Cleveland,105,500,230.0,228.5,10.5,10.5,0.84,0.1599999999999999,-18,7.018295940711573,0.3141856922593613,18,-3.481704059288427,0.5954999999999999,0.037637499999999956,10.981704059288427,1,1
323,323,323,205,Toronto,123,190,Brooklyn,117,-220,243.5,239.5,-5.5,-5.0,0.3340292275574112,0.6659707724425887,-6,1.001214357703332,0.4724752022054853,6,6.001214357703332,0.33840000000000003,-0.07234,4.998785642296668,1,0
324,324,324,205,Minnesota,106,-140,OklahomaCity,103,120,219.5,220.5,2.0,2.5,0.562043795620438,0.437956204379562,-3,-1.2792975828764153,0.535152037663782,3,-3.7792975828764153,0.6034999999999999,0.041837499999999965,4.279297582876415,1,1
325,325,325,205,Washington,95,245,Miami,122,-290,227.5,230.0,-7.5,-7.0,0.2804746494066882,0.7195253505933118,27,-6.979089684863151,0.6848542247216498,-27,0.020910315136848823,0.49939999999999996,0.0,-20.02091031513685,-1,0
326,326,326,205,Detroit,92,300,Phoenix,109,-360,216.0,212.0,-9.5,-8.0,0.2421052631578947,0.7578947368421054,17,-4.790270475134232,0.6294373340863066,-17,3.209729524865768,0.41180000000000005,-0.03380499999999995,-12.209729524865768,-1,1
327,327,327,205,Boston,119,180,LAClippers,115,-210,221.0,219.0,-5.0,-6.0,0.3452115812917595,0.6547884187082406,-4,-3.7640644979404527,0.6024102272573962,4,2.2359355020595473,0.4383,-0.019892500000000004,7.764064497940453,1,0
328,328,328,206,Portland,99,-120,NewYork,110,100,218.5,215.5,1.5,1.5,0.5217391304347826,0.4782608695652174,11,-5.150016437945904,0.6387702097077278,-11,-6.650016437945904,0.6779,0.08089749999999994,-5.849983562054096,-1,0
329,329,329,206,Denver,114,-125,Sacramento,119,105,229.5,226.0,4.0,2.5,0.5324675324675325,0.4675324675324675,5,7.018843881367138,0.3141722831700794,-5,4.518843881367138,0.3768,-0.05217999999999997,-12.018843881367138,-1,1
330,330,330,206,Memphis,109,-120,NewOrleans,118,100,225.5,227.0,-1.5,1.0,0.5217391304347826,0.4782608695652174,9,8.49150252897626,0.2790651622103384,-9,7.491502528976261,0.3014,-0.09176499999999999,-17.491502528976262,-1,1
331,331,331,206,Chicago,118,-120,Orlando,92,100,224.0,224.5,2.0,1.5,0.5217391304347826,0.4782608695652174,-26,7.150410100693996,0.310959755768223,26,5.650410100693996,0.34740000000000004,-0.067615,18.849589899306004,1,0
332,332,332,206,Brooklyn,108,245,Philadelphia,124,-290,237.5,233.0,-2.5,-7.5,0.2804746494066882,0.7195253505933118,16,-6.992618458847062,0.685185658969764,-16,0.5073815411529381,0.4859,0.0,-9.007381541152938,-1,0
333,333,333,206,Toronto,121,-120,Atlanta,132,100,222.5,222.5,5.0,1.0,0.5217391304347826,0.4782608695652174,11,-1.234867716967199,0.5339342129013582,-11,-2.234867716967199,0.5617,0.019892500000000004,-9.7651322830328,-1,0
334,334,334,206,Milwaukee,124,-650,Cleveland,99,475,227.0,226.5,10.5,10.0,0.8328690807799444,0.1671309192200557,-25,7.018295940711573,0.3141856922593613,25,-2.981704059288427,0.5820000000000001,0.03055000000000001,17.981704059288425,1,1
335,335,335,206,Minnesota,118,115,OklahomaCity,120,-135,218.5,220.5,-0.0,-2.0,0.447405997144217,0.552594002855783,2,-1.2792975828764153,0.535152037663782,-2,0.7207024171235847,0.48,0.0,-0.7207024171235847,-1,0
336,336,336,206,SanAntonio,111,100,Houston,106,-120,223.0,225.5,-1.5,-1.0,0.4782608695652174,0.5217391304347826,-5,-10.699190563651843,0.7697048581328145,5,-9.699190563651843,0.7497,0.11859250000000005,15.699190563651843,1,1
337,337,337,206,GoldenState,132,165,Dallas,134,-185,230.5,232.0,-4.0,-4.5,0.3676233473073202,0.6323766526926797,2,4.889302925145467,0.3679855918880665,-2,9.389302925145467,0.2572,-0.11497000000000003,-6.889302925145467,-1,1
338,338,338,206,Detroit,129,900,LALakers,135,-1600,217.5,214.0,-13.5,-14.5,0.096045197740113,0.9039548022598868,6,-7.365602102628965,0.6942637061071851,-6,7.134397897371035,0.31010000000000004,-0.08719750000000002,1.3656021026289649,1,0
339,339,339,207,Utah,103,-220,Indiana,95,190,225.0,225.0,3.5,5.0,0.6659707724425887,0.3340292275574112,-8,7.574129224362719,0.3007120294442116,8,2.5741292243627187,0.42910000000000004,-0.024722499999999963,0.42587077563728126,1,0
340,340,340,207,Miami,109,-240,NewYork,103,200,211.5,207.0,5.5,5.5,0.6792452830188679,0.320754716981132,-6,-7.354272924499903,0.6939896782090573,6,-12.854272924499902,0.8140000000000001,0.15235,13.354272924499902,1,1
