,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
20,"Fri, Oct 25, 2019",8:00p,Dallas Mavericks,123,New Orleans Pelicans,116,Box Score,,"17,027",
21,"Fri, Oct 25, 2019",8:00p,Washington Wizards,97,Oklahoma City Thunder,85,Box Score,,"18,203",
22,"Fri, Oct 25, 2019",9:00p,Phoenix Suns,107,Denver Nuggets,108,Box Score,OT,"19,557",
23,"Fri, Oct 25, 2019",10:00p,Portland Trail Blazers,122,Sacramento Kings,112,Box Score,,"17,583",
24,"Fri, Oct 25, 2019",10:30p,Utah Jazz,86,Los Angeles Lakers,95,Box Score,,"18,997",
25,"Sat, Oct 26, 2019",5:00p,Miami Heat,131,Milwaukee Bucks,126,Box Score,OT,"17,467",
26,"Sat, Oct 26, 2019",7:00p,Philadelphia 76ers,117,Detroit Pistons,111,Box Score,,"16,207",
27,"Sat, Oct 26, 2019",7:30p,Orlando Magic,99,Atlanta Hawks,103,Box Score,,"17,078",
28,"Sat, Oct 26, 2019",7:30p,Boston Celtics,118,New York Knicks,95,Box Score,,"19,812",
29,"Sat, Oct 26, 2019",8:00p,Toronto Raptors,108,Chicago Bulls,84,Box Score,,"21,498",
30,"Sat, Oct 26, 2019",8:00p,Indiana Pacers,99,Cleveland Cavaliers,110,Box Score,,"19,432",
31,"Sat, Oct 26, 2019",8:00p,New Orleans Pelicans,123,Houston Rockets,126,Box Score,,"18,055",
32,"Sat, Oct 26, 2019",8:30p,Washington Wizards,122,San Antonio Spurs,124,Box Score,,"18,354",
33,"Sat, Oct 26, 2019",9:00p,Sacramento Kings,81,Utah Jazz,113,Box Score,,"18,306",
34,"Sat, Oct 26, 2019",10:00p,Los Angeles Clippers,122,Phoenix Suns,130,Box Score,,"15,802",
35,"Sun, Oct 27, 2019",3:30p,Golden State Warriors,92,Oklahoma City Thunder,120,Box Score,,"18,203",
36,"Sun, Oct 27, 2019",6:00p,Brooklyn Nets,133,Memphis Grizzlies,134,Box Score,OT,"15,517",
37,"Sun, Oct 27, 2019",7:00p,Portland Trail Blazers,121,Dallas Mavericks,119,Box Score,,"19,707",
38,"Sun, Oct 27, 2019",7:00p,Miami Heat,109,Minnesota Timberwolves,116,Box Score,,"17,049",
39,"Sun, Oct 27, 2019",9:30p,Charlotte Hornets,101,Los Angeles Lakers,120,Box Score,,"18,997",
40,"Mon, Oct 28, 2019",7:00p,Chicago Bulls,98,New York Knicks,105,Box Score,,"19,812",
41,"Mon, Oct 28, 2019",7:00p,Indiana Pacers,94,Detroit Pistons,96,Box Score,,"13,565",
42,"Mon, Oct 28, 2019",7:30p,Orlando Magic,95,Toronto Raptors,104,Box Score,,"19,800",
43,"Mon, Oct 28, 2019",7:30p,Philadelphia 76ers,105,Atlanta Hawks,103,Box Score,,"14,094",
44,"Mon, Oct 28, 2019",8:00p,Oklahoma City Thunder,112,Houston Rockets,116,Box Score,,"18,055",
45,"Mon, Oct 28, 2019",8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,129,Box Score,,"17,385",
46,"Mon, Oct 28, 2019",8:00p,Golden State Warriors,134,New Orleans Pelicans,123,Box Score,,"17,307",
47,"Mon, Oct 28, 2019",8:30p,Portland Trail Blazers,110,San Antonio Spurs,113,Box Score,,"18,083",
48,"Mon, Oct 28, 2019",10:00p,Utah Jazz,96,Phoenix Suns,95,Box Score,,"14,805",
49,"Mon, Oct 28, 2019",10:00p,Denver Nuggets,101,Sacramento Kings,94,Box Score,,"15,870",
50,"Mon, Oct 28, 2019",10:30p,Charlotte Hornets,96,Los Angeles Clippers,111,Box Score,,"19,068",
51,"Tue, Oct 29, 2019",7:30p,Atlanta Hawks,97,Miami Heat,112,Box Score,,"19,600",
52,"Tue, Oct 29, 2019",9:00p,Dallas Mavericks,109,Denver Nuggets,106,Box Score,,"16,605",
53,"Tue, Oct 29, 2019",10:30p,Memphis Grizzlies,91,Los Angeles Lakers,120,Box Score,,"18,997",
54,"Wed, Oct 30, 2019",7:00p,Chicago Bulls,111,Cleveland Cavaliers,117,Box Score,,"17,595",
55,"Wed, Oct 30, 2019",7:00p,New York Knicks,83,Orlando Magic,95,Box Score,,"17,456",
56,"Wed, Oct 30, 2019",7:00p,Minnesota Timberwolves,95,Philadelphia 76ers,117,Box Score,,"20,204",
57,"Wed, Oct 30, 2019",7:30p,Milwaukee Bucks,105,Boston Celtics,116,Box Score,,"18,624",
58,"Wed, Oct 30, 2019",7:30p,Indiana Pacers,118,Brooklyn Nets,108,Box Score,,"17,083",
59,"Wed, Oct 30, 2019",7:30p,Detroit Pistons,113,Toronto Raptors,125,Box Score,,"19,800",
60,"Wed, Oct 30, 2019",8:00p,Portland Trail Blazers,102,Oklahoma City Thunder,99,Box Score,,"18,203",
61,"Wed, Oct 30, 2019",8:00p,Houston Rockets,159,Washington Wizards,158,Box Score,,"20,476",
62,"Wed, Oct 30, 2019",10:00p,Charlotte Hornets,118,Sacramento Kings,111,Box Score,,"15,416",
63,"Wed, Oct 30, 2019",10:00p,Los Angeles Clippers,96,Utah Jazz,110,Box Score,,"18,306",
64,"Wed, Oct 30, 2019",10:30p,Phoenix Suns,121,Golden State Warriors,110,Box Score,,"18,064",
65,"Thu, Oct 31, 2019",7:00p,Miami Heat,106,Atlanta Hawks,97,Box Score,,"16,539",
66,"Thu, Oct 31, 2019",9:30p,Denver Nuggets,107,New Orleans Pelicans,122,Box Score,,"16,613",
67,"Thu, Oct 31, 2019",10:30p,San Antonio Spurs,97,Los Angeles Clippers,103,Box Score,,"19,068",
68,"Fri, Nov 1, 2019",7:00p,Houston Rockets,116,Brooklyn Nets,123,Box Score,,"17,732",
69,"Fri, Nov 1, 2019",7:00p,Cleveland Cavaliers,95,Indiana Pacers,102,Box Score,,"16,079",
70,"Fri, Nov 1, 2019",7:00p,Milwaukee Bucks,123,Orlando Magic,91,Box Score,,"15,105",
71,"Fri, Nov 1, 2019",7:30p,New York Knicks,102,Boston Celtics,104,Box Score,,"18,624",
72,"Fri, Nov 1, 2019",8:00p,Detroit Pistons,106,Chicago Bulls,112,Box Score,,"20,671",
73,"Fri, Nov 1, 2019",9:30p,Los Angeles Lakers,119,Dallas Mavericks,110,Box Score,OT,"20,358",
74,"Fri, Nov 1, 2019",10:00p,Utah Jazz,101,Sacramento Kings,102,Box Score,,"16,273",
75,"Fri, Nov 1, 2019",10:30p,San Antonio Spurs,127,Golden State Warriors,110,Box Score,,"18,064",
76,"Sat, Nov 2, 2019",5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,115,Box Score,,"18,203",
77,"Sat, Nov 2, 2019",7:00p,Brooklyn Nets,109,Detroit Pistons,113,Box Score,,"17,222",
78,"Sat, Nov 2, 2019",7:00p,Denver Nuggets,91,Orlando Magic,87,Box Score,,"17,025",
79,"Sat, Nov 2, 2019",8:00p,Phoenix Suns,114,Memphis Grizzlies,105,Box Score,,"14,144",
80,"Sat, Nov 2, 2019",8:00p,Toronto Raptors,105,Milwaukee Bucks,115,Box Score,,"17,637",
81,"Sat, Nov 2, 2019",8:00p,Minnesota Timberwolves,131,Washington Wizards,109,Box Score,,"15,150",
82,"Sat, Nov 2, 2019",8:30p,Charlotte Hornets,93,Golden State Warriors,87,Box Score,,"18,064",
83,"Sat, Nov 2, 2019",10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128,Box Score,,"19,669",
84,"Sun, Nov 3, 2019",5:00p,Chicago Bulls,95,Indiana Pacers,108,Box Score,,"17,073",
85,"Sun, Nov 3, 2019",6:00p,Houston Rockets,100,Miami Heat,129,Box Score,,"19,724",
86,"Sun, Nov 3, 2019",6:00p,Sacramento Kings,113,New York Knicks,92,Box Score,,"19,812",
87,"Sun, Nov 3, 2019",7:00p,Los Angeles Lakers,103,San Antonio Spurs,96,Box Score,,"18,610",
88,"Sun, Nov 3, 2019",7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111,Box Score,,"18,078",
89,"Sun, Nov 3, 2019",9:00p,Utah Jazz,94,Los Angeles Clippers,105,Box Score,,"19,068",
90,"Mon, Nov 4, 2019",7:00p,Detroit Pistons,99,Washington Wizards,115,Box Score,,"13,052",
91,"Mon, Nov 4, 2019",7:30p,New Orleans Pelicans,125,Brooklyn Nets,135,Box Score,,"17,194",
92,"Mon, Nov 4, 2019",8:00p,Houston Rockets,107,Memphis Grizzlies,100,Box Score,,"14,197",
93,"Mon, Nov 4, 2019",8:00p,Milwaukee Bucks,134,Minnesota Timberwolves,106,Box Score,,"16,271",
94,"Mon, Nov 4, 2019",9:00p,Philadelphia 76ers,109,Phoenix Suns,114,Box Score,,"14,285",
95,"Mon, Nov 4, 2019",10:30p,Portland Trail Blazers,118,Golden State Warriors,127,Box Score,,"18,064",
96,"Tue, Nov 5, 2019",7:00p,Indiana Pacers,120,Charlotte Hornets,122,Box Score,OT,"13,341",
97,"Tue, Nov 5, 2019",7:00p,Boston Celtics,119,Cleveland Cavaliers,113,Box Score,,"17,709",
98,"Tue, Nov 5, 2019",7:30p,San Antonio Spurs,100,Atlanta Hawks,108,Box Score,,"14,025",
99,"Tue, Nov 5, 2019",8:00p,Los Angeles Lakers,118,Chicago Bulls,112,Box Score,,"21,193",
100,"Tue, Nov 5, 2019",8:00p,Orlando Magic,94,Oklahoma City Thunder,102,Box Score,,"18,203",
101,"Tue, Nov 5, 2019",9:00p,Miami Heat,89,Denver Nuggets,109,Box Score,,"18,010",
102,"Wed, Nov 6, 2019",7:00p,New York Knicks,102,Detroit Pistons,122,Box Score,,"15,463",
103,"Wed, Nov 6, 2019",7:00p,Washington Wizards,106,Indiana Pacers,121,Box Score,,"16,171",
104,"Wed, Nov 6, 2019",7:30p,Chicago Bulls,113,Atlanta Hawks,93,Box Score,,"15,049",
105,"Wed, Nov 6, 2019",7:30p,Golden State Warriors,112,Houston Rockets,129,Box Score,,"18,055",
106,"Wed, Nov 6, 2019",7:30p,Sacramento Kings,120,Toronto Raptors,124,Box Score,,"19,800",
107,"Wed, Nov 6, 2019",8:00p,Minnesota Timberwolves,121,Memphis Grizzlies,137,Box Score,,"13,503",
108,"Wed, Nov 6, 2019",8:30p,Orlando Magic,106,Dallas Mavericks,107,Box Score,,"19,487",
109,"Wed, Nov 6, 2019",9:00p,Philadelphia 76ers,104,Utah Jazz,106,Box Score,,"18,306",
110,"Wed, Nov 6, 2019",10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,Box Score,,"19,068",
111,"Thu, Nov 7, 2019",8:00p,Boston Celtics,108,Charlotte Hornets,87,Box Score,,"18,487",
112,"Thu, Nov 7, 2019",8:30p,Oklahoma City Thunder,112,San Antonio Spurs,121,Box Score,,"18,354",
113,"Thu, Nov 7, 2019",9:00p,Miami Heat,124,Phoenix Suns,108,Box Score,,"15,498",
114,"Thu, Nov 7, 2019",10:30p,Portland Trail Blazers,101,Los Angeles Clippers,107,Box Score,,"19,068",
115,"Fri, Nov 8, 2019",7:00p,Detroit Pistons,106,Indiana Pacers,112,Box Score,,"15,544",
116,"Fri, Nov 8, 2019",7:00p,Memphis Grizzlies,86,Orlando Magic,118,Box Score,,"17,021",
117,"Fri, Nov 8, 2019",7:00p,Cleveland Cavaliers,113,Washington Wizards,100,Box Score,,"16,946",
118,"Fri, Nov 8, 2019",7:30p,Sacramento Kings,121,Atlanta Hawks,109,Box Score,,"16,447",
119,"Fri, Nov 8, 2019",8:00p,Golden State Warriors,119,Minnesota Timberwolves,125,Box Score,OT,"15,647",
120,"Fri, Nov 8, 2019",8:00p,Toronto Raptors,122,New Orleans Pelicans,104,Box Score,,"16,337",
121,"Fri, Nov 8, 2019",8:30p,New York Knicks,106,Dallas Mavericks,102,Box Score,,"20,257",
122,"Fri, Nov 8, 2019",9:00p,Philadelphia 76ers,97,Denver Nuggets,100,Box Score,,"19,520",
123,"Fri, Nov 8, 2019",9:00p,Milwaukee Bucks,100,Utah Jazz,103,Box Score,,"18,306",
124,"Fri, Nov 8, 2019",10:00p,Brooklyn Nets,119,Portland Trail Blazers,115,Box Score,,"20,089",
125,"Fri, Nov 8, 2019",10:30p,Miami Heat,80,Los Angeles Lakers,95,Box Score,,"18,997",
126,"Sat, Nov 9, 2019",5:00p,Boston Celtics,135,San Antonio Spurs,115,Box Score,,"18,354",
127,"Sat, Nov 9, 2019",7:00p,New Orleans Pelicans,115,Charlotte Hornets,110,Box Score,,"18,513",
128,"Sat, Nov 9, 2019",8:00p,Houston Rockets,117,Chicago Bulls,94,Box Score,,"20,482",
129,"Sat, Nov 9, 2019",8:00p,Dallas Mavericks,138,Memphis Grizzlies,122,Box Score,,"15,753",
130,"Sat, Nov 9, 2019",8:00p,Golden State Warriors,108,Oklahoma City Thunder,114,Box Score,,"18,203",
131,"Sun, Nov 10, 2019",3:30p,Denver Nuggets,100,Minnesota Timberwolves,98,Box Score,OT,"13,553",
132,"Sun, Nov 10, 2019",6:00p,Indiana Pacers,109,Orlando Magic,102,Box Score,,"17,118",
133,"Sun, Nov 10, 2019",6:00p,Charlotte Hornets,106,Philadelphia 76ers,114,Box Score,,"20,311",
134,"Sun, Nov 10, 2019",7:00p,Milwaukee Bucks,121,Oklahoma City Thunder,119,Box Score,,"18,203",
135,"Sun, Nov 10, 2019",7:30p,Cleveland Cavaliers,108,New York Knicks,87,Box Score,,"19,812",
136,"Sun, Nov 10, 2019",8:00p,Brooklyn Nets,112,Phoenix Suns,138,Box Score,,"17,290",
137,"Sun, Nov 10, 2019",9:00p,Atlanta Hawks,113,Portland Trail Blazers,124,Box Score,OT,"20,041",
138,"Sun, Nov 10, 2019",9:30p,Toronto Raptors,113,Los Angeles Lakers,104,Box Score,,"18,997",
139,"Mon, Nov 11, 2019",7:00p,Minnesota Timberwolves,120,Detroit Pistons,114,Box Score,,"12,526",
140,"Mon, Nov 11, 2019",7:30p,Dallas Mavericks,106,Boston Celtics,116,Box Score,,"18,624",
141,"Mon, Nov 11, 2019",7:30p,Memphis Grizzlies,113,San Antonio Spurs,109,Box Score,,"18,627",
142,"Mon, Nov 11, 2019",8:00p,Houston Rockets,122,New Orleans Pelicans,116,Box Score,,"16,695",
143,"Mon, Nov 11, 2019",10:30p,Utah Jazz,122,Golden State Warriors,108,Box Score,,"18,064",
144,"Mon, Nov 11, 2019",10:30p,Toronto Raptors,88,Los Angeles Clippers,98,Box Score,,"19,068",
145,"Tue, Nov 12, 2019",7:00p,Oklahoma City Thunder,85,Indiana Pacers,111,Box Score,,"15,838",
146,"Tue, Nov 12, 2019",7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,98,Box Score,,"20,294",
147,"Tue, Nov 12, 2019",7:30p,Detroit Pistons,108,Miami Heat,117,Box Score,,"19,600",
148,"Tue, Nov 12, 2019",8:00p,New York Knicks,102,Chicago Bulls,120,Box Score,,"18,668",
149,"Tue, Nov 12, 2019",9:00p,Atlanta Hawks,125,Denver Nuggets,121,Box Score,,"18,327",
150,"Tue, Nov 12, 2019",9:00p,Los Angeles Lakers,123,Phoenix Suns,115,Box Score,,"18,055",
151,"Tue, Nov 12, 2019",9:00p,Brooklyn Nets,114,Utah Jazz,119,Box Score,,"18,306",
152,"Tue, Nov 12, 2019",10:00p,Portland Trail Blazers,99,Sacramento Kings,107,Box Score,,"16,358",
153,"Wed, Nov 13, 2019",7:00p,Memphis Grizzlies,119,Charlotte Hornets,117,Box Score,,"13,155",
154,"Wed, Nov 13, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,112,Box Score,,"15,113",
155,"Wed, Nov 13, 2019",7:30p,Washington Wizards,133,Boston Celtics,140,Box Score,,"19,156",
156,"Wed, Nov 13, 2019",7:30p,Los Angeles Clippers,93,Houston Rockets,102,Box Score,,"18,055",
157,"Wed, Nov 13, 2019",8:00p,San Antonio Spurs,114,Minnesota Timberwolves,129,Box Score,,"11,581",
158,"Wed, Nov 13, 2019",10:00p,Golden State Warriors,94,Los Angeles Lakers,120,Box Score,,"18,997",
159,"Wed, Nov 13, 2019",10:00p,Toronto Raptors,114,Portland Trail Blazers,106,Box Score,,"19,544",
160,"Thu, Nov 14, 2019",6:00p,Miami Heat,108,Cleveland Cavaliers,97,Box Score,,"17,374",
161,"Thu, Nov 14, 2019",8:00p,Chicago Bulls,115,Milwaukee Bucks,124,Box Score,,"17,627",
162,"Thu, Nov 14, 2019",8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,Box Score,,"17,147",
163,"Thu, Nov 14, 2019",8:00p,Dallas Mavericks,103,New York Knicks,106,Box Score,,"19,812",
164,"Thu, Nov 14, 2019",9:00p,Atlanta Hawks,112,Phoenix Suns,128,Box Score,,"15,143",
165,"Thu, Nov 14, 2019",10:30p,Brooklyn Nets,93,Denver Nuggets,101,Box Score,,"18,394",
166,"Fri, Nov 15, 2019",7:00p,Detroit Pistons,106,Charlotte Hornets,109,Box Score,,"16,778",
167,"Fri, Nov 15, 2019",7:00p,San Antonio Spurs,109,Orlando Magic,111,Box Score,,"16,296",
168,"Fri, Nov 15, 2019",8:00p,Indiana Pacers,102,Houston Rockets,111,Box Score,,"18,055",
169,"Fri, Nov 15, 2019",8:00p,Utah Jazz,106,Memphis Grizzlies,107,Box Score,,"16,422",
170,"Fri, Nov 15, 2019",8:00p,Washington Wizards,137,Minnesota Timberwolves,116,Box Score,,"12,716",
171,"Fri, Nov 15, 2019",8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,Box Score,OT,"18,203",
172,"Fri, Nov 15, 2019",10:30p,Boston Celtics,105,Golden State Warriors,100,Box Score,,"18,064",
173,"Fri, Nov 15, 2019",10:30p,Sacramento Kings,97,Los Angeles Lakers,99,Box Score,,"18,997",
174,"Sat, Nov 16, 2019",6:00p,Brooklyn Nets,117,Chicago Bulls,111,Box Score,,"19,148",
175,"Sat, Nov 16, 2019",7:00p,Milwaukee Bucks,102,Indiana Pacers,83,Box Score,,"17,024",
176,"Sat, Nov 16, 2019",7:30p,Charlotte Hornets,103,New York Knicks,102,Box Score,,"19,401",
177,"Sat, Nov 16, 2019",8:00p,New Orleans Pelicans,94,Miami Heat,109,Box Score,,"19,600",
178,"Sat, Nov 16, 2019",8:00p,Houston Rockets,125,Minnesota Timberwolves,105,Box Score,,"18,978",
179,"Sat, Nov 16, 2019",8:30p,Toronto Raptors,102,Dallas Mavericks,110,Box Score,,"19,926",
180,"Sat, Nov 16, 2019",8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,Box Score,,"18,534",
181,"Sat, Nov 16, 2019",10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,Box Score,,"19,068",
182,"Sun, Nov 17, 2019",3:00p,Philadelphia 76ers,114,Cleveland Cavaliers,95,Box Score,,"19,432",
183,"Sun, Nov 17, 2019",3:30p,Boston Celtics,99,Sacramento Kings,100,Box Score,,"16,633",
184,"Sun, Nov 17, 2019",6:00p,Denver Nuggets,131,Memphis Grizzlies,114,Box Score,,"14,227",
185,"Sun, Nov 17, 2019",6:00p,Washington Wizards,121,Orlando Magic,125,Box Score,,"16,344",
186,"Sun, Nov 17, 2019",7:00p,Golden State Warriors,100,New Orleans Pelicans,108,Box Score,,"16,812",
187,"Sun, Nov 17, 2019",9:30p,Atlanta Hawks,101,Los Angeles Lakers,122,Box Score,,"18,997",
188,"Mon, Nov 18, 2019",7:00p,Cleveland Cavaliers,105,New York Knicks,123,Box Score,,"17,097",
189,"Mon, Nov 18, 2019",7:30p,Indiana Pacers,115,Brooklyn Nets,86,Box Score,,"14,140",
190,"Mon, Nov 18, 2019",7:30p,Charlotte Hornets,96,Toronto Raptors,132,Box Score,,"19,800",
191,"Mon, Nov 18, 2019",8:00p,Milwaukee Bucks,115,Chicago Bulls,101,Box Score,,"17,565",
192,"Mon, Nov 18, 2019",8:00p,Portland Trail Blazers,108,Houston Rockets,132,Box Score,,"18,055",
193,"Mon, Nov 18, 2019",8:30p,San Antonio Spurs,110,Dallas Mavericks,117,Box Score,,"19,637",
194,"Mon, Nov 18, 2019",9:00p,Boston Celtics,99,Phoenix Suns,85,Box Score,,"15,193",
195,"Mon, Nov 18, 2019",9:00p,Minnesota Timberwolves,112,Utah Jazz,102,Box Score,,"18,306",
196,"Mon, Nov 18, 2019",10:30p,Oklahoma City Thunder,88,Los Angeles Clippers,90,Box Score,,"19,068",
197,"Tue, Nov 19, 2019",8:00p,Golden State Warriors,114,Memphis Grizzlies,95,Box Score,,"14,511",
198,"Tue, Nov 19, 2019",8:00p,Portland Trail Blazers,104,New Orleans Pelicans,115,Box Score,,"15,021",
199,"Tue, Nov 19, 2019",10:00p,Phoenix Suns,116,Sacramento Kings,120,Box Score,,"16,732",
200,"Tue, Nov 19, 2019",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,112,Box Score,,"18,997",
201,"Wed, Nov 20, 2019",7:00p,New York Knicks,104,Philadelphia 76ers,109,Box Score,,"20,384",
202,"Wed, Nov 20, 2019",7:00p,San Antonio Spurs,132,Washington Wizards,138,Box Score,,"14,579",
203,"Wed, Nov 20, 2019",7:30p,Milwaukee Bucks,135,Atlanta Hawks,127,Box Score,,"16,441",
204,"Wed, Nov 20, 2019",7:30p,Charlotte Hornets,91,Brooklyn Nets,101,Box Score,,"14,011",
205,"Wed, Nov 20, 2019",7:30p,Golden State Warriors,94,Dallas Mavericks,142,Box Score,,"19,569",
206,"Wed, Nov 20, 2019",7:30p,Cleveland Cavaliers,100,Miami Heat,124,Box Score,,"19,600",
207,"Wed, Nov 20, 2019",7:30p,Orlando Magic,97,Toronto Raptors,113,Box Score,,"19,800",
208,"Wed, Nov 20, 2019",8:00p,Detroit Pistons,89,Chicago Bulls,109,Box Score,,"18,119",
209,"Wed, Nov 20, 2019",8:00p,Utah Jazz,103,Minnesota Timberwolves,95,Box Score,,"13,177",
210,"Wed, Nov 20, 2019",9:00p,Houston Rockets,95,Denver Nuggets,105,Box Score,,"17,778",
211,"Wed, Nov 20, 2019",10:00p,Boston Celtics,104,Los Angeles Clippers,107,Box Score,OT,"19,068",
212,"Thu, Nov 21, 2019",8:00p,Portland Trail Blazers,129,Milwaukee Bucks,137,Box Score,,"17,385",
213,"Thu, Nov 21, 2019",10:30p,New Orleans Pelicans,124,Phoenix Suns,121,Box Score,,"13,903",
214,"Fri, Nov 22, 2019",7:00p,Atlanta Hawks,103,Detroit Pistons,128,Box Score,,"15,399",
215,"Fri, Nov 22, 2019",7:00p,Charlotte Hornets,118,Washington Wizards,125,Box Score,,"15,053",
216,"Fri, Nov 22, 2019",7:30p,Sacramento Kings,97,Brooklyn Nets,116,Box Score,,"15,619",
217,"Fri, Nov 22, 2019",8:00p,Miami Heat,116,Chicago Bulls,108,Box Score,,"18,953",
218,"Fri, Nov 22, 2019",8:00p,Los Angeles Lakers,130,Oklahoma City Thunder,127,Box Score,,"18,203",
219,"Fri, Nov 22, 2019",8:00p,San Antonio Spurs,104,Philadelphia 76ers,115,Box Score,,"20,927",
220,"Fri, Nov 22, 2019",8:30p,Cleveland Cavaliers,101,Dallas Mavericks,143,Box Score,,"19,639",
221,"Fri, Nov 22, 2019",9:00p,Boston Celtics,92,Denver Nuggets,96,Box Score,,"19,520",
222,"Fri, Nov 22, 2019",9:00p,Golden State Warriors,109,Utah Jazz,113,Box Score,,"18,306",
223,"Fri, Nov 22, 2019",10:30p,Houston Rockets,119,Los Angeles Clippers,122,Box Score,,"19,068",
224,"Sat, Nov 23, 2019",5:00p,Phoenix Suns,100,Minnesota Timberwolves,98,Box Score,,"17,362",
225,"Sat, Nov 23, 2019",7:00p,Chicago Bulls,116,Charlotte Hornets,115,Box Score,,"17,891",
226,"Sat, Nov 23, 2019",7:00p,Orlando Magic,106,Indiana Pacers,111,Box Score,,"16,446",
227,"Sat, Nov 23, 2019",7:30p,Toronto Raptors,119,Atlanta Hawks,116,Box Score,,"16,931",
228,"Sat, Nov 23, 2019",7:30p,San Antonio Spurs,111,New York Knicks,104,Box Score,,"19,320",
229,"Sat, Nov 23, 2019",7:30p,Miami Heat,86,Philadelphia 76ers,113,Box Score,,"21,017",
230,"Sat, Nov 23, 2019",8:00p,Portland Trail Blazers,104,Cleveland Cavaliers,110,Box Score,,"19,432",
231,"Sat, Nov 23, 2019",8:00p,Los Angeles Lakers,109,Memphis Grizzlies,108,Box Score,,"17,794",
232,"Sat, Nov 23, 2019",8:30p,Detroit Pistons,90,Milwaukee Bucks,104,Box Score,,"17,585",
233,"Sat, Nov 23, 2019",9:00p,New Orleans Pelicans,120,Utah Jazz,128,Box Score,,"18,306",
234,"Sun, Nov 24, 2019",3:30p,Dallas Mavericks,137,Houston Rockets,123,Box Score,,"18,055",
235,"Sun, Nov 24, 2019",6:00p,Brooklyn Nets,103,New York Knicks,101,Box Score,,"18,770",
236,"Sun, Nov 24, 2019",6:00p,Sacramento Kings,113,Washington Wizards,106,Box Score,,"15,885",
237,"Sun, Nov 24, 2019",8:00p,Phoenix Suns,104,Denver Nuggets,116,Box Score,,"19,520",
238,"Sun, Nov 24, 2019",9:00p,New Orleans Pelicans,109,Los Angeles Clippers,134,Box Score,,"19,068",
239,"Mon, Nov 25, 2019",7:00p,Brooklyn Nets,108,Cleveland Cavaliers,106,Box Score,,"17,143",
240,"Mon, Nov 25, 2019",7:00p,Orlando Magic,88,Detroit Pistons,103,Box Score,,"14,695",
