,Unnamed: 0,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,gameid,margin,vegas_home_win_prob,vegas_away_win_prob,home_rating,away_rating,home_win_prob,away_win_prob,pred_spread,spread_diff_vegas,vegas_spread_winprob,bet_size,bet_team,pred_error,spread_outcome,home_win_ats,pred_correct,wealth
14,14,1021,Milwaukee,95,130,Miami,137,-150,224.5,222.5,1.5,-3.0,M95M137,-42,0.6,0.4348,1545.0,1589.4581504834935,0.531,0.469,-0.7693517684466623,2.230648231553338,0.4367,0.020732499999999994,Milwaukee,-41.23064823155334,-1,-1,1.0,839.3597719418622
15,15,1021,LAClippers,113,160,GoldenState,115,-180,225.5,229.0,-2.5,-4.0,L113G115,-2,0.6429,0.3846,1557.5339816333346,1527.0,0.6355,0.36450000000000005,-3.4476422011905226,0.5523577988094774,0.48429999999999995,0.0,,1.4476422011905226,1,1,0.0,839.3597719418622
16,16,1022,NewYork,121,-350,Orlando,96,290,212.0,212.0,4.5,7.5,N121O96,25,0.2564,0.7778,1381.8542613766524,1511.796997095362,0.409,0.591,2.2836691328110583,-5.216330867188942,0.6453,-0.06378249999999999,,22.71633086718894,1,1,1.0,785.8233072879804
17,17,1022,Charlotte,123,-135,Cleveland,112,115,225.5,226.0,3.0,2.5,C123C112,11,0.4651,0.5745,1407.2108002473967,1493.796997095362,0.4704,0.5296000000000001,0.7352213159987612,-1.764778684001239,0.5502,-0.013854999999999973,,10.26477868400124,1,1,1.0,774.9357253655054
18,18,1022,Indiana,134,-130,Washington,135,110,230.0,225.5,-2.0,2.0,I134W135,-1,0.4762,0.5652,1467.2080484418939,1500.203002904638,0.5474,0.4526,-1.1787516263305682,-3.178751626330568,0.5898,-0.034645,,0.17875162633056818,1,-1,0.0,799.3426782794036
19,19,1022,Toronto,115,240,Boston,83,-280,221.0,217.5,-8.0,-7.0,T115B83,32,0.7368,0.2941,1518.203002904638,1454.7919515581061,0.6781,0.32189999999999996,-4.621823262376138,2.3781767376238623,0.4326,0.022885000000000013,Toronto,36.62182326237614,1,1,0.0,815.9726393634255
20,20,1022,Brooklyn,114,-120,Philadelphia,109,100,229.5,224.5,1.0,1.0,B114P109,5,0.5,0.5455,1567.0,1584.5418495165065,0.5693,0.43069999999999997,-1.7306482315533376,-2.730648231553338,0.5772999999999999,-0.02808249999999999,,6.730648231553338,1,1,1.0,793.0580877185022
21,21,1022,OklahomaCity,91,130,Houston,124,-150,225.5,221.0,-3.0,-2.5,O91H124,-33,0.6,0.4348,1412.1682904183383,1390.9847998217379,0.6229,0.3771,-3.1136960927357302,-0.6136960927357302,0.5175000000000001,0.0,,-29.88630390726427,-1,-1,0.0,793.0580877185022
22,22,1022,NewOrleans,112,235,Chicago,128,-275,224.0,222.5,-6.5,-7.0,N112C128,-16,0.7333,0.2985,1517.796997095362,1481.0,0.6438,0.35619999999999996,-3.6713213248343584,3.3286786751656416,0.406,0.03684999999999997,NewOrleans,-12.32867867516564,-1,-1,1.0,763.8338971860754
23,23,1022,SanAntonio,96,260,Denver,102,-310,219.0,222.0,-8.0,-7.5,S96D102,-6,0.7561,0.2778,1551.5339816333346,1432.1457386233476,0.7441,0.2559,-6.621008678928108,0.8789913210718918,0.475,0.0006250000000000422,SanAntonio,0.6210086789281082,1,1,0.0,764.2678937185675
24,24,1022,Phoenix,115,105,LALakers,105,-125,226.5,222.0,-3.0,-1.5,P115L105,10,0.5556,0.4878,1556.4660183666654,1550.4660183666654,0.6022,0.39780000000000004,-2.5714285714285716,-1.0714285714285716,0.5305,-0.0035124999999999683,,12.571428571428571,1,1,1.0,761.5834027418811
25,25,1022,Utah,110,-240,Sacramento,101,200,226.5,227.0,6.0,6.5,U110S101,9,0.3333,0.7059,1486.1682904183383,1573.0152001782621,0.47,0.53,0.7445324914258517,-5.7554675085741485,0.6595,-0.07123750000000001,,8.255467508574148,1,1,1.0,707.3301050890564
26,26,1023,Atlanta,95,-360,Cleveland,101,300,223.0,223.5,3.0,8.5,A95C101,-6,0.25,0.7826,1397.8026261939588,1547.2900264265638,0.3821,0.6179,2.981692865450181,-5.5183071345498185,0.6533,-0.06798249999999995,,-8.981692865450182,-1,-1,0.0,751.0447131519807
27,27,1023,Miami,91,-155,Indiana,102,135,224.0,222.0,3.0,3.0,M91I102,-11,0.4255,0.6078,1491.1501171853088,1554.3807690304586,0.504,0.496,-0.0989052912446482,-3.098905291244648,0.5876,-0.03349000000000001,,-10.901094708755352,-1,-1,0.0,773.9106108278532
28,28,1023,Dallas,103,-190,Toronto,95,170,218.0,217.5,3.5,5.0,D103T95,8,0.3704,0.6552,1468.3534978009309,1536.7099735734362,0.4966,0.5034000000000001,0.08415984901804612,-4.915840150981954,0.6373,-0.059582499999999976,,7.915840150981954,1,1,1.0,727.7990818582027
29,29,1023,NewOrleans,89,260,Minnesota,96,-310,226.0,228.5,-6.0,-7.5,N89M96,-7,0.7561,0.2778,1473.8317095816617,1473.8753181426289,0.5938,0.4062,-2.355585408536886,5.144414591463114,0.35660000000000003,0.06278499999999997,NewOrleans,-4.644414591463114,-1,1,0.0,769.339868544082
30,30,1023,Detroit,82,280,Chicago,97,-340,214.5,213.5,-9.0,-8.0,D82C97,-15,0.7727,0.2632,1524.9216789527331,1392.203002904638,0.7584,0.24160000000000004,-7.097095573146256,0.9029044268537438,0.47430000000000005,0.0009924999999999962,Detroit,-7.902904426853744,-1,-1,1.0,768.5762987245521
31,31,1023,Milwaukee,121,-250,SanAntonio,111,210,223.5,225.5,7.5,6.0,M121S111,10,0.3226,0.7143,1427.0269457730046,1580.0773814530348,0.3773,0.6227,3.10894413142965,-2.89105586857035,0.5818,-0.03044499999999999,,6.89105586857035,1,1,1.0,745.1769933098831
32,32,1023,Phoenix,105,135,Portland,134,-155,232.0,229.0,-2.0,-3.0,P105P134,-29,0.6078,0.4255,1507.8317095816617,1562.5091802301597,0.5163,0.4837,-0.4043760482679285,2.5956239517320716,0.4265,0.026087500000000003,Phoenix,-28.595623951732072,-1,-1,1.0,725.7371884969115
33,33,1023,Memphis,120,155,LAClippers,114,-175,226.0,226.0,-3.5,-4.0,M120L114,6,0.6364,0.3922,1519.7091138554333,1508.7891997526033,0.6089,0.3911,-2.747139789386787,1.2528602106132132,0.46430000000000005,0.006242499999999984,Memphis,8.747139789386786,1,1,0.0,729.8557470416314
34,34,1024,Charlotte,111,350,Brooklyn,95,-420,231.5,233.0,-8.5,-9.0,C111B95,16,0.8077,0.2222,1595.9276131131787,1503.2051711488,0.7138,0.2862,-5.668658641584955,3.3313413584150453,0.406,0.03684999999999997,Charlotte,21.668658641584955,1,1,0.0,754.305914567526
35,35,1024,Orlando,110,600,NewYork,104,-900,215.0,212.0,-12.0,-12.0,O110N104,6,0.9,0.1429,1519.9770787297246,1373.6741797422899,0.7724,0.22760000000000002,-7.582246392408381,4.417753607591619,0.3762,0.052495000000000035,Orlando,13.582246392408381,1,1,0.0,790.3034500086371
36,36,1024,Boston,107,-210,Houston,97,180,225.5,221.5,6.0,5.0,B107H97,10,0.3571,0.6774,1419.7103236489922,1504.6414566618132,0.4728,0.5272,0.6761118933150344,-4.323888106684966,0.6213,-0.05118250000000001,,9.323888106684965,1,1,1.0,749.85374367857
37,37,1024,Philadelphia,115,-500,OklahomaCity,103,400,216.5,216.0,7.5,9.5,P115O103,12,0.2,0.8333,1383.442766591084,1555.6142364033278,0.3518,0.6482,3.7918382075801396,-5.70816179241986,0.6583,-0.0706075,,8.20816179241986,1,1,1.0,696.9084454717854
38,38,1024,GoldenState,119,-150,Sacramento,107,130,231.0,234.5,3.0,3.0,G119S107,12,0.4348,0.6,1476.7675936691573,1564.8248677779013,0.4683,0.5317000000000001,0.7877597895979989,-2.212240210402001,0.5628,-0.02047,,11.212240210402001,1,1,1.0,682.642729592978
39,39,1024,Memphis,118,180,LALakers,121,-210,221.0,225.5,-6.0,-5.5,M118L121,-3,0.6774,0.3571,1544.422856503171,1520.967656264046,0.626,0.374,-3.1948285799687546,2.3051714200312454,0.4346,0.02183500000000004,Memphis,0.19482857996875458,1,1,0.0,696.1931877753985
40,41,1025,Boston,140,-130,Charlotte,129,110,224.0,225.0,1.0,2.0,B140C129,11,0.4762,0.5652,1517.4802226998868,1514.0971134582574,0.5985,0.40149999999999997,-2.477968187201051,-4.477968187201051,0.6255,-0.05338749999999998,,13.47796818720105,1,1,1.0,659.0251739630395
41,42,1025,Orlando,90,700,Miami,107,-1100,213.5,211.5,-14.0,-13.5,O90M107,-17,0.9167,0.125,1544.4604755896723,1389.1228859826267,0.7814,0.21860000000000002,-7.904913914537344,5.595086085462656,0.3447,0.06903249999999998,Orlando,-9.095086085462656,-1,-1,1.0,613.5310186414359
42,43,1025,Chicago,111,-135,Toronto,108,115,213.0,213.5,2.5,2.0,C111T108,3,0.4651,0.5745,1458.4213215857449,1529.7537186475254,0.4923,0.5077,0.19044275220644685,-1.809557247793553,0.5514,-0.014484999999999982,,2.809557247793553,1,1,1.0,604.6440218364147
43,44,1025,Detroit,104,525,Atlanta,122,-750,213.5,212.5,-10.5,-11.5,D104A122,-18,0.8824,0.16,1534.9322727722333,1387.3709632098457,0.7737,0.22629999999999995,-7.627189627228128,3.8728103727718723,0.391,0.044725000000000015,Detroit,-10.372810372771873,-1,-1,1.0,577.601317959781
44,45,1025,Washington,90,200,Brooklyn,104,-240,233.5,229.0,-7.5,-6.0,W90B104,-14,0.7059,0.3333,1581.652561562092,1476.260934161223,0.7284,0.27159999999999995,-6.12112955003103,-0.12112955003103032,0.5035000000000001,0.0,,-7.87887044996897,-1,-1,0.0,577.601317959781
45,46,1025,NewOrleans,107,190,Minnesota,98,-220,225.0,224.5,-5.5,-5.5,N107M98,9,0.6875,0.3448,1481.955812834928,1465.7512148893625,0.6161,0.3839,-2.935878498055916,2.564121501944084,0.4273,0.02566749999999998,NewOrleans,11.935878498055915,1,1,0.0,591.0791196222652
46,47,1025,Cleveland,99,400,Denver,87,-500,220.5,221.0,-10.5,-9.5,C99D87,12,0.8333,0.2,1556.6527744836776,1410.1603798482893,0.7726,0.22740000000000005,-7.589014094121012,1.910985905878988,0.4457,0.01600749999999999,Cleveland,19.589014094121012,1,1,0.0,599.6806641744047
47,48,1025,Portland,86,120,LAClippers,116,-140,234.5,229.5,-3.0,-2.5,P86L116,-30,0.5833,0.4545,1507.5306573439907,1517.5059363096523,0.5799,0.42010000000000003,-2.000882894083515,0.49911710591648495,0.4858,0.0,,-27.999117105916486,-1,-1,1.0,599.6806641744047
48,49,1026,Philadelphia,99,100,NewYork,112,-120,218.5,217.0,-1.0,-1.0,P99N112,-13,0.5455,0.5,1504.5283724893877,1562.6500738102218,0.5113,0.4887,-0.28136780997021205,0.718632190029788,0.47950000000000004,0.0,,-12.718632190029789,-1,-1,1.0,599.6806641744047
49,50,1026,GoldenState,106,-600,OklahomaCity,98,450,224.0,223.5,9.0,11.0,G106O98,8,0.1818,0.8571,1376.40692918419,1574.1908599491649,0.3189,0.6811,4.706568955891961,-6.293431044108039,0.6735,-0.07858749999999995,,3.293431044108039,1,-1,0.0,642.5237588978647
50,51,1026,Houston,106,475,Dallas,116,-650,220.5,222.5,-11.0,-11.0,H106D116,-10,0.8667,0.1739,1546.6421497886222,1410.254666852548,0.7622,0.2378,-7.228124390574075,3.7718756094259254,0.39380000000000004,0.04325499999999995,Houston,-2.7718756094259254,-1,1,0.0,667.789545435253
51,52,1026,LALakers,125,115,SanAntonio,121,-135,220.0,220.0,4.5,-2.0,L125S121,4,0.5745,0.4651,1419.4813139462947,1551.903554427194,0.4056,0.5944,2.3722228743178317,4.372222874317831,0.37739999999999996,0.05186500000000003,LALakers,1.6277771256821683,1,1,0.0,699.2758225025252
52,53,1026,Denver,110,265,Utah,122,-320,220.0,218.5,-7.0,-7.5,D110U122,-12,0.7619,0.274,1582.415896927443,1541.2002345017406,0.6496,0.35040000000000004,-3.8291308009179454,3.6708691990820546,0.39659999999999995,0.04178500000000002,Denver,-8.170869199082055,-1,-1,1.0,670.0565822592572
53,54,1027,Charlotte,120,-210,Orlando,111,180,220.5,221.0,6.5,5.5,C120O111,9,0.3571,0.6774,1384.7518355626362,1505.5093466332662,0.4218,0.5782,1.9556253953796434,-3.544374604620357,0.5999,-0.039947500000000004,,7.044374604620357,1,1,1.0,643.2894969394555
54,55,1027,Miami,106,140,Brooklyn,93,-160,222.5,218.0,-5.0,-3.5,M106B93,13,0.6154,0.4167,1587.0842071957438,1548.8315260096629,0.6457,0.35429999999999995,-3.7233100423600343,-0.22331004236003427,0.5064,0.0,,16.723310042360033,1,1,1.0,643.2894969394555
55,56,1027,Indiana,100,100,Toronto,118,-120,220.0,214.0,1.5,-1.0,I100T118,-18,0.5455,0.5,1448.5747882606793,1501.070410626095,0.5194,0.4806,-0.4822992012351506,0.5177007987648494,0.48529999999999995,0.0,,-17.51770079876485,-1,-1,1.0,643.2894969394555
56,57,1027,Atlanta,102,-200,NewOrleans,99,175,222.0,220.5,5.5,5.0,A102N99,3,0.3636,0.6667,1478.0740687990226,1539.4581499640879,0.5066,0.49339999999999995,-0.16485424410481236,-5.164854244104812,0.6438999999999999,-0.06304749999999996,,3.1648542441048124,1,-1,0.0,680.160219265174
57,58,1027,Washington,116,155,Boston,107,-175,228.5,224.0,-4.5,-4.0,W116B107,9,0.6364,0.3922,1526.067989524878,1470.8292885275712,0.6677,0.33230000000000004,-4.3299536070466695,-0.32995360704666954,0.5094000000000001,0.0,,13.329953607046669,1,1,1.0,680.160219265174
58,59,1027,LALakers,115,-220,OklahomaCity,123,190,220.5,217.0,9.0,5.5,L115O123,-8,0.3448,0.6875,1370.0279635571042,1560.0147245614573,0.3288,0.6712,4.428098607298328,-1.0719013927016716,0.5305,-0.0035124999999999683,,-12.428098607298327,-1,-1,0.0,682.3320945107821
59,60,1027,Minnesota,113,195,Milwaukee,108,-235,228.5,231.0,-7.0,-5.5,M113M108,5,0.7015,0.339,1587.6230132797448,1469.632958925268,0.7425,0.25749999999999995,-6.571073369802742,-1.0710733698027424,0.5305,-0.0035124999999999683,,11.571073369802743,1,1,1.0,679.935403028813
60,61,1027,Sacramento,110,300,Phoenix,107,-360,228.0,224.5,-8.5,-8.0,S110P107,3,0.7826,0.25,1552.8349535021691,1467.4016014978938,0.7051,0.29490000000000005,-5.40833400015269,2.5916659998473097,0.4266,0.026034999999999992,Sacramento,8.40833400015269,1,1,0.0,696.0282377723177
61,62,1027,Memphis,96,115,Portland,116,-135,235.5,233.0,-4.5,-2.5,M96P116,-20,0.5745,0.4651,1509.1046248679768,1513.486958340023,0.5878,0.4122,-2.200630947426922,0.2993690525730779,0.49150000000000005,0.0,,-17.799369052573077,-1,-1,1.0,696.0282377723177
62,63,1027,Cleveland,92,290,LAClippers,79,-350,220.0,219.0,-7.5,-8.5,C92L79,13,0.7778,0.2564,1515.9319687856662,1425.6129198302262,0.7109,0.2891,-5.582823176979998,2.917176823020002,0.4175,0.030812500000000003,Cleveland,18.58282317698,1,1,0.0,715.5249378417354
63,64,1028,Detroit,102,450,Philadelphia,110,-600,217.0,211.0,-10.5,-11.0,D102P110,-8,0.8571,0.1818,1552.8767906174155,1382.8450860179912,0.7955,0.20450000000000002,-8.429703735693725,2.5702962643062754,0.4272,0.02571999999999999,Detroit,0.42970373569372455,1,1,0.0,732.2552118429077
64,65,1028,Atlanta,111,-170,Washington,122,150,224.0,222.5,2.5,4.0,A111W122,-11,0.4,0.6296,1484.1837556519938,1549.590998971563,0.5009,0.4991,-0.02116988144395496,-4.021169881443955,0.613,-0.046824999999999964,,-10.978830118556045,-1,-1,0.0,763.4259848379478
65,66,1028,NewYork,104,100,Chicago,103,-120,215.0,216.5,-4.0,-1.5,N104C103,1,0.5455,0.5,1539.600251972591,1514.301655682194,0.6284,0.37160000000000004,-3.2606641532284635,-1.7606641532284635,0.55,-0.013750000000000012,,4.260664153228463,1,1,1.0,752.928877546426
66,67,1028,Utah,122,-450,Houston,91,375,223.5,222.5,9.0,9.5,U122H91,31,0.2105,0.8182,1405.499598416599,1589.4243451843988,0.3365,0.6635,4.211598098849996,-5.288401901150004,0.6472,-0.06478000000000002,,26.788401901150003,1,1,1.0,704.1541448589685
67,68,1028,SanAntonio,99,220,Dallas,104,-260,221.5,219.5,-6.0,-6.5,S99D104,-5,0.7222,0.3125,1551.3972182245714,1411.3701438120313,0.766,0.23399999999999999,-7.358109800447859,-0.8581098004478589,0.5244,0.0,,2.358109800447859,1,1,1.0,704.1541448589685
68,69,1028,Memphis,104,200,GoldenState,101,-240,233.0,228.0,-5.0,-6.0,M104G101,3,0.7059,0.3333,1580.5698255762507,1505.2420943913469,0.6929,0.30710000000000004,-5.04741897088942,0.9525810291105801,0.4729,0.0017275000000000263,Memphis,8.04741897088942,1,1,0.0,705.259986936463
69,70,1029,Orlando,109,380,Toronto,110,-460,210.0,206.5,-7.0,-9.5,O109T110,-1,0.8214,0.2083,1458.1862966495642,1376.3149624930427,0.7008,0.2992,-5.281119077018624,4.218880922981376,0.38160000000000005,0.04965999999999994,Orlando,4.281119077018624,1,1,0.0,737.0992696194309
70,71,1029,Charlotte,99,240,Miami,114,-280,220.5,221.5,-5.5,-7.0,C99M114,-15,0.7368,0.2941,1561.745231743824,1513.9462197028597,0.6582,0.3418,-4.064250430034439,2.9357495699655614,0.41700000000000004,0.031075,Charlotte,-10.935749569965562,-1,-1,1.0,714.193909816007
71,72,1029,Indiana,98,340,Brooklyn,105,-410,223.0,223.0,-9.0,-8.5,I98B105,-7,0.8039,0.2273,1574.1705014615827,1491.4589022372102,0.7018,0.2982,-5.311128543727591,3.188871456272409,0.40990000000000004,0.03480249999999998,Indiana,-1.688871456272409,-1,1,0.0,736.7900312217994
72,73,1029,Sacramento,113,-120,NewOrleans,109,100,222.5,221.0,1.0,1.5,S113N109,4,0.5,0.5455,1467.9412197915474,1481.5036727207082,0.5749,0.42510000000000003,-1.8727695382442562,-3.372769538244256,0.5952,-0.03747999999999998,,5.872769538244256,1,1,1.0,709.1751408516063
73,74,1029,LAClippers,92,140,Portland,111,-160,225.0,223.5,-4.0,-3.5,L92P111,-19,0.6154,0.4167,1517.3494888166529,1501.7136167104848,0.6154,0.38460000000000005,-2.9155668609345753,0.5844331390654247,0.48340000000000005,0.0,,-16.084433139065425,-1,-1,1.0,709.1751408516063
74,75,1029,Dallas,75,145,Denver,106,-165,219.5,216.5,-1.5,-4.0,D75D106,-31,0.6226,0.4082,1534.191786244785,1556.0767661098134,0.5631,0.43689999999999996,-1.5755364333918382,2.4244635666081615,0.4313,0.02356750000000003,Dallas,-29.42446356660816,-1,-1,1.0,692.4616557195861
75,76,1029,Cleveland,101,290,LALakers,113,-350,219.5,221.5,-8.0,-8.0,C101L113,-12,0.7778,0.2564,1546.5902493039519,1439.8312719054077,0.73,0.27,-6.169963478519435,1.8300365214805652,0.44799999999999995,0.014800000000000047,Cleveland,-5.830036521480565,-1,-1,1.0,682.2132232149362
76,77,1030,Boston,112,110,Washington,115,-130,225.0,223.5,-1.5,-2.0,B112W115,-3,0.5652,0.4762,1494.1666947598455,1512.7135224004553,0.5679,0.43210000000000004,-1.6947561556925084,0.30524384430749163,0.49129999999999996,0.0,,-1.3052438443074916,-1,-1,1.0,682.2132232149362
77,78,1030,Orlando,103,200,Detroit,110,-240,205.5,207.5,-5.5,-6.0,O103D110,-7,0.7059,0.3333,1378.756077751023,1370.3314050360796,0.6055,0.39449999999999996,-2.658024025533694,3.341975974466306,0.40569999999999995,0.037007500000000006,Orlando,-4.3419759744663065,-1,-1,1.0,656.9662173568095
78,79,1030,NewYork,123,-360,NewOrleans,117,300,217.0,214.0,4.5,8.0,N123N117,6,0.25,0.7826,1456.4433023552335,1526.8705806877488,0.4936,0.5064,0.15811708330411584,-7.8418829166958846,0.7122999999999999,-0.09895749999999995,,5.8418829166958846,1,-1,0.0,716.0677941332517
79,80,1030,Toronto,97,125,Indiana,94,-145,215.5,212.0,-3.5,-3.0,T97I94,3,0.5918,0.4444,1485.4956083883144,1464.1698541065273,0.6231,0.3769,-3.118776938635254,-0.11877693863525396,0.5034000000000001,0.0,,6.1187769386352535,1,1,1.0,716.0677941332517
80,81,1030,Atlanta,94,145,Philadelphia,122,-165,218.5,216.5,-3.0,-3.5,A94P122,-28,0.6226,0.4082,1556.9657988843837,1539.6080598637113,0.6177,0.3823,-2.977062107881157,0.522937892118843,0.4851,0.0,,-25.022937892118843,-1,-1,1.0,716.0677941332517
81,82,1030,Utah,99,-160,Chicago,107,140,216.5,218.5,4.5,3.5,U99C107,-8,0.4167,0.6154,1527.0313269670362,1596.1547975085996,0.4955,0.5045,0.11155251934154974,-3.38844748065845,0.5956,-0.03769000000000002,,-8.111552519341549,-1,-1,0.0,740.6028806431447
82,83,1030,SanAntonio,102,240,Milwaukee,93,-280,224.5,223.5,-7.0,-7.0,S102M93,9,0.7368,0.2941,1572.772521007663,1406.6905959267892,0.7918,0.20820000000000005,-8.28864018145978,-1.2886401814597797,0.5367,-0.006767499999999971,,17.28864018145978,1,1,1.0,735.5908506483922
83,84,1030,Miami,129,135,Memphis,103,-155,217.5,215.0,-2.0,-3.5,M129M103,26,0.6078,0.4255,1519.0993945316195,1568.5821464855767,0.5238,0.47619999999999996,-0.5899017159301009,2.9100982840698992,0.41769999999999996,0.030707500000000044,Miami,26.5899017159301,1,1,0.0,756.1255379631973
84,85,1030,OklahomaCity,82,600,GoldenState,103,-900,220.0,217.0,-12.5,-12.5,O82G103,-21,0.9,0.1429,1566.712525435978,1383.4524388146096,0.8077,0.19230000000000003,-8.902145950763156,3.597854049236844,0.39859999999999995,0.04073500000000004,OklahomaCity,-12.097854049236844,-1,-1,1.0,725.3247641742664
85,86,1030,Denver,93,105,Minnesota,91,-125,222.0,219.5,-2.5,-1.5,D93M91,2,0.5556,0.4878,1484.4834511973497,1542.928833805836,0.5109,0.4891,-0.2698077639826368,1.2301922360173632,0.46499999999999997,0.00587500000000003,Denver,2.269807763982637,1,1,0.0,729.1986578011063
86,87,1030,Cleveland,92,400,Phoenix,101,-500,218.0,216.0,-9.5,-10.0,C92P101,-9,0.8333,0.2,1538.7328822793547,1434.4307122806308,0.7272,0.27280000000000004,-6.082220357097283,3.917779642902717,0.38980000000000004,0.045354999999999965,Cleveland,-2.917779642902717,-1,1,0.0,759.2648442779873
87,88,1031,Sacramento,99,165,Dallas,105,-185,219.0,218.5,-4.5,-4.5,S99D105,-6,0.6491,0.3774,1547.3397185487624,1493.001590157022,0.6666,0.33340000000000003,-4.297790299705014,0.2022097002949863,0.4942,0.0,,-1.7022097002949863,-1,-1,1.0,759.2648442779873
88,89,1031,Portland,113,-125,Charlotte,125,105,230.0,231.0,1.0,2.0,P113C125,-12,0.4878,0.5556,1507.109304961107,1525.0421268019516,0.5687,0.4313,-1.7166849342555517,-3.716684934255552,0.6047,-0.04246750000000004,,-10.283315065744448,-1,-1,0.0,788.5776440728741
89,90,1031,Utah,107,-185,Milwaukee,95,165,224.5,222.0,-1.0,4.5,U107M95,12,0.3774,0.6491,1556.9359893030091,1586.064899221645,0.5529,0.44710000000000005,-1.3168246457630062,-5.816824645763006,0.6611,-0.0720775,,13.316824645763006,1,1,1.0,731.7389389322116
90,91,1031,Detroit,91,600,Brooklyn,117,-900,215.0,211.0,-12.5,-12.0,D91B117,-26,0.9,0.1429,1580.1337953104785,1386.6461377926685,0.8166,0.1834,-9.267416339921786,2.7325836600782143,0.4226,0.028135,Detroit,-16.732583660078213,-1,-1,1.0,711.1514638853538
