,Unnamed: 0,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,gameid,margin,vegas_home_win_prob,vegas_away_win_prob,home_rating,away_rating,home_win_prob,away_win_prob,pred_spread,spread_diff_vegas,vegas_spread_winprob,bet_size,bet_team,pred_error,spread_outcome,home_win_ats,pred_correct,wealth
10,10,1017,Utah,123,-400,Sacramento,117,317,208.0,205.5,7.5,8.5,U123S117,6,0.2398,0.8,1410.0,1551.0,0.3937,0.6063000000000001,2.6785714285714284,-5.821428571428571,0.6612,-0.07213000000000001,,3.3214285714285716,1,-1,0.0,1294.4077131612491
11,11,1017,Dallas,100,-130,Phoenix,121,110,215.0,212.5,-1.0,2.5,D100P121,-21,0.4762,0.5652,1428.0,1467.0,0.5388,0.46120000000000005,-0.9642857142857143,-3.4642857142857144,0.5977,-0.03879250000000001,,-20.035714285714285,-1,-1,0.0,1340.0561779001653
12,12,1017,Denver,107,-125,LAClippers,98,105,227.0,222.5,0.0,2.0,D107L98,9,0.4878,0.5556,1476.0,1539.0,0.5043,0.49570000000000003,-0.10714285714285714,-2.107142857142857,0.5598000000000001,-0.01889500000000004,,9.107142857142858,1,1,1.0,1314.7358164187415
13,13,1018,Chicago,108,733,Philadelphia,127,-1150,215.0,221.0,-11.0,-12.5,C108P127,-19,0.92,0.12,1567.7747549822345,1434.0,0.7595,0.24050000000000005,-7.134812677936948,5.365187322063052,0.3508,0.06582999999999999,Chicago,-11.865187322063052,-1,-1,1.0,1228.1867576238958
14,14,1018,Miami,113,215,Washington,112,-260,212.0,215.0,-4.0,-6.0,M113W112,1,0.7222,0.3175,1527.0,1501.8273232835784,0.6283,0.37170000000000003,-3.2561670255864863,2.7438329744135137,0.4223,0.028292500000000033,Miami,4.256167025586486,1,1,0.0,1259.7762792966905
15,15,1018,LALakers,119,135,Portland,128,-155,222.0,224.0,-2.5,-3.0,L119P128,-9,0.6078,0.4255,1506.0,1545.0,0.5388,0.46120000000000005,-0.9642857142857143,2.0357142857142856,0.44220000000000004,0.017844999999999944,LALakers,-8.035714285714286,-1,-1,1.0,1237.2955715926412
16,16,1019,Charlotte,120,-125,Orlando,88,105,217.0,215.5,0.0,1.5,C120O88,32,0.4878,0.5556,1450.1726767164216,1457.2589828978573,0.584,0.41600000000000004,-2.1040604935201537,-3.6040604935201537,0.6016,-0.04084000000000001,,34.10406049352015,1,1,1.0,1186.7644204487976
17,17,1019,NewYork,105,148,Brooklyn,107,-170,218.5,222.0,-3.0,-4.0,N105B107,-2,0.6296,0.4032,1438.9333768465124,1432.3051332989537,0.603,0.397,-2.5938658409842383,1.4061341590157617,0.45999999999999996,0.008500000000000025,NewYork,0.5938658409842383,1,1,0.0,1195.9348727886293
18,18,1019,Sacramento,129,664,NewOrleans,149,-1000,228.0,232.5,-10.5,-11.5,S129N149,-20,0.9091,0.1309,1540.626436703328,1402.1257564757086,0.7644,0.23560000000000003,-7.303595722414976,4.196404277585024,0.3822,0.04934499999999999,Sacramento,-12.696404277585025,-1,-1,1.0,1136.9214664908743
19,19,1019,Boston,101,135,Toronto,113,-155,206.0,209.5,-3.0,-3.0,B101T113,-12,0.6078,0.4255,1591.4769084931634,1615.2252450177655,0.5605,0.4395,-1.5089879812642104,1.4910120187357896,0.4576,0.00975999999999998,Boston,-10.49101201873579,-1,-1,1.0,1125.8251129779235
20,20,1019,Cleveland,123,334,Minnesota,131,-425,223.5,223.0,-8.0,-8.5,C123M131,-8,0.8095,0.2304,1495.2080484418939,1432.5230915068366,0.6772,0.3228,-4.595891319109187,3.904108680890813,0.3902,0.045144999999999984,Cleveland,-3.404108680890813,-1,1,0.0,1172.029999091913
21,21,1019,Atlanta,117,237,Memphis,131,-290,208.5,217.0,-6.5,-7.0,A117M131,-14,0.7436,0.2967,1454.922575408592,1387.6948667010463,0.6829,0.31710000000000005,-4.758132453840915,2.241867546159085,0.4364,0.020889999999999964,Atlanta,-9.241867546159085,-1,-1,1.0,1147.5462924108829
22,22,1019,Indiana,101,144,Milwaukee,118,-165,214.5,217.0,-3.0,-3.5,I101M118,-17,0.6226,0.4098,1551.7410171021427,1545.077424591408,0.6031,0.39690000000000003,-2.5951283039548065,0.9048716960451935,0.47419999999999995,0.001045000000000007,Indiana,-14.404871696045193,-1,-1,1.0,1146.3471065353135
23,23,1019,GoldenState,124,-135,Utah,123,115,218.0,217.5,2.0,2.5,G124U123,1,0.4651,0.5745,1558.8742435242914,1634.9322999305634,0.4855,0.5145,0.3592163002240016,-2.1407836997759984,0.5608,-0.019419999999999965,,0.6407836997759984,1,-1,0.0,1166.5853436343277
